,userIndex,gameID,hours
880,100.0,60.0,0.3
881,100.0,560.0,0.3
882,100.0,561.0,0.3
883,100.0,562.0,0.3
884,100.0,563.0,0.3
885,100.0,57.0,0.3
886,100.0,521.0,0.2
887,100.0,564.0,0.2
888,100.0,565.0,0.2
889,100.0,566.0,0.2
890,100.0,567.0,0.2
891,100.0,260.0,0.2
892,101.0,21.0,1447.0
893,101.0,240.0,0.3
894,102.0,21.0,2594.0
895,102.0,39.0,51.0
896,102.0,277.0,51.0
897,102.0,75.0,14.8
898,102.0,494.0,3.4
899,102.0,250.0,2.4
900,102.0,487.0,2.1
901,102.0,9.0,1.0
902,102.0,475.0,0.4
903,102.0,248.0,0.4
904,102.0,568.0,0.4
905,102.0,569.0,0.2
906,103.0,21.0,5.3
907,104.0,272.0,490.0
908,104.0,273.0,316.0
909,104.0,570.0,5.8
910,104.0,481.0,1.0
911,105.0,240.0,5.7
912,106.0,39.0,27.0
913,106.0,571.0,4.4
914,106.0,572.0,1.3
915,106.0,573.0,0.3
916,107.0,21.0,290.0
917,108.0,24.0,7.6
918,109.0,21.0,101.0
919,109.0,39.0,63.0
920,110.0,516.0,4.5
921,111.0,9.0,1.9
922,112.0,21.0,0.2
923,113.0,23.0,133.0
924,113.0,240.0,21.0
925,113.0,9.0,18.3
926,113.0,284.0,4.4
927,113.0,574.0,4.3
928,113.0,575.0,3.6
929,114.0,21.0,2.6
930,114.0,196.0,1.2
931,114.0,576.0,0.9
932,114.0,577.0,0.8
933,114.0,578.0,0.4
934,115.0,64.0,19.2
935,116.0,234.0,22.0
936,117.0,21.0,473.0
937,117.0,273.0,1.4
938,118.0,556.0,2.2
939,119.0,491.0,2.7
940,119.0,338.0,0.6
941,120.0,21.0,0.2
942,121.0,73.0,0.7
943,122.0,273.0,101.0
944,122.0,579.0,0.3
945,122.0,580.0,0.3
946,123.0,239.0,409.0
947,124.0,231.0,110.0
948,124.0,233.0,74.0
949,124.0,504.0,20.0
950,124.0,581.0,18.6
951,124.0,253.0,16.8
952,124.0,232.0,16.0
953,124.0,236.0,13.5
954,124.0,582.0,8.8
955,124.0,583.0,7.0
956,124.0,584.0,2.0
957,125.0,274.0,128.0
958,125.0,36.0,89.0
959,125.0,238.0,83.0
960,125.0,585.0,65.0
961,125.0,523.0,60.0
962,125.0,341.0,59.0
963,125.0,586.0,57.0
964,125.0,587.0,57.0
965,125.0,516.0,57.0
966,125.0,588.0,54.0
967,125.0,501.0,43.0
968,125.0,589.0,39.0
969,125.0,248.0,36.0
970,125.0,28.0,35.0
971,125.0,590.0,28.0
972,125.0,133.0,28.0
973,125.0,47.0,27.0
974,125.0,591.0,27.0
975,125.0,505.0,27.0
976,125.0,592.0,25.0
977,125.0,284.0,19.4
978,125.0,499.0,17.4
979,125.0,528.0,16.6
980,125.0,518.0,14.7
981,125.0,135.0,13.3
982,125.0,234.0,13.2
983,125.0,593.0,12.9
984,125.0,82.0,11.8
985,125.0,24.0,11.5
986,125.0,594.0,11.5
987,125.0,45.0,9.6
988,125.0,23.0,9.5
989,125.0,35.0,8.0
990,125.0,595.0,7.3
991,125.0,503.0,6.6
992,125.0,551.0,6.2
993,125.0,596.0,5.6
