,userIndex,gameID,hours
8054,1303.0,23.0,0.2
8055,1303.0,1642.0,0.1
8056,1304.0,1342.0,0.3
8057,1305.0,9.0,0.5
8058,1306.0,21.0,1086.0
8059,1306.0,39.0,525.0
8060,1306.0,273.0,370.0
8061,1306.0,234.0,270.0
8062,1306.0,4.0,151.0
8063,1306.0,8.0,85.0
8064,1306.0,280.0,66.0
8065,1306.0,272.0,56.0
8066,1306.0,839.0,15.3
8067,1306.0,35.0,15.1
8068,1306.0,9.0,11.5
8069,1306.0,620.0,7.2
8070,1306.0,240.0,6.7
8071,1306.0,116.0,4.7
8072,1306.0,283.0,3.8
8073,1306.0,120.0,3.8
8074,1306.0,356.0,2.1
8075,1306.0,219.0,1.8
8076,1306.0,47.0,1.6
8077,1306.0,345.0,1.1
8078,1306.0,24.0,0.8
8079,1306.0,237.0,0.4
8080,1306.0,491.0,0.4
8081,1306.0,841.0,0.4
8082,1306.0,836.0,0.3
8083,1306.0,247.0,0.3
8084,1306.0,580.0,0.2
8085,1306.0,131.0,0.2
8086,1306.0,246.0,0.2
8087,1306.0,819.0,0.1
8088,1307.0,540.0,127.0
8089,1307.0,341.0,103.0
8090,1307.0,541.0,74.0
8091,1307.0,0.0,62.0
8092,1307.0,485.0,32.0
8093,1307.0,9.0,7.2
8094,1307.0,1643.0,3.9
8095,1307.0,1097.0,3.6
8096,1307.0,894.0,3.5
8097,1307.0,284.0,1.4
8098,1307.0,896.0,1.0
8099,1307.0,623.0,0.7
8100,1307.0,599.0,0.6
8101,1307.0,21.0,0.3
8102,1307.0,19.0,0.3
8103,1308.0,14.0,148.0
8104,1308.0,0.0,141.0
8105,1308.0,28.0,99.0
8106,1308.0,3.0,82.0
8107,1308.0,1.0,74.0
8108,1308.0,132.0,71.0
8109,1308.0,44.0,52.0
8110,1308.0,203.0,50.0
8111,1308.0,91.0,50.0
8112,1308.0,1203.0,48.0
8113,1308.0,242.0,46.0
8114,1308.0,51.0,44.0
8115,1308.0,342.0,41.0
8116,1308.0,100.0,38.0
8117,1308.0,75.0,38.0
8118,1308.0,1296.0,38.0
8119,1308.0,1092.0,35.0
8120,1308.0,154.0,33.0
8121,1308.0,68.0,31.0
8122,1308.0,1024.0,31.0
8123,1308.0,63.0,30.0
8124,1308.0,674.0,29.0
8125,1308.0,726.0,28.0
8126,1308.0,714.0,28.0
8127,1308.0,343.0,23.0
8128,1308.0,368.0,23.0
8129,1308.0,805.0,22.0
8130,1308.0,10.0,21.0
8131,1308.0,1006.0,21.0
8132,1308.0,1025.0,18.5
8133,1308.0,613.0,18.1
8134,1308.0,375.0,16.5
8135,1308.0,108.0,16.3
8136,1308.0,62.0,15.8
8137,1308.0,616.0,15.7
8138,1308.0,1644.0,14.8
8139,1308.0,612.0,13.9
8140,1308.0,1645.0,13.5
8141,1308.0,526.0,12.3
8142,1308.0,287.0,11.1
8143,1308.0,1646.0,10.2
8144,1308.0,346.0,9.7
8145,1308.0,1647.0,9.3
8146,1308.0,1648.0,9.3
8147,1308.0,1496.0,8.5
8148,1308.0,1649.0,8.2
8149,1308.0,1650.0,7.4
8150,1308.0,1079.0,7.4
8151,1308.0,135.0,6.8
8152,1308.0,1082.0,5.9
8153,1308.0,1651.0,5.8
8154,1308.0,421.0,5.1
8155,1308.0,355.0,4.8
8156,1308.0,1346.0,4.5
8157,1308.0,1652.0,4.2
8158,1308.0,96.0,3.7
8159,1308.0,120.0,3.4
8160,1308.0,1404.0,3.2
8161,1308.0,1653.0,3.1
8162,1308.0,1654.0,2.8
8163,1308.0,340.0,1.9
8164,1308.0,611.0,1.9
8165,1308.0,1655.0,1.3
8166,1308.0,1064.0,1.1
8167,1308.0,440.0,1.1
8168,1308.0,1656.0,1.1
8169,1308.0,37.0,1.0
8170,1308.0,131.0,0.9
8171,1308.0,164.0,0.8
8172,1308.0,234.0,0.8
8173,1308.0,126.0,0.8
8174,1308.0,535.0,0.6
8175,1308.0,599.0,0.4
8176,1308.0,1657.0,0.4
8177,1308.0,408.0,0.3
8178,1308.0,116.0,0.1
8179,1309.0,4.0,74.0
8180,1309.0,232.0,15.8
8181,1309.0,581.0,15.7
8182,1309.0,280.0,15.2
8183,1309.0,1151.0,12.9
8184,1309.0,67.0,11.8
8185,1309.0,1067.0,9.4
8186,1309.0,196.0,9.0
8187,1309.0,583.0,8.1
8188,1309.0,540.0,7.3
8189,1309.0,231.0,5.3
8190,1309.0,453.0,3.2
8191,1309.0,517.0,2.8
8192,1309.0,241.0,2.2
8193,1309.0,9.0,1.1
8194,1309.0,3.0,1.1
8195,1309.0,551.0,0.7
8196,1310.0,21.0,5.6
8197,1311.0,21.0,1.5
8198,1312.0,21.0,0.5
8199,1313.0,21.0,881.0
8200,1313.0,1658.0,22.0
8201,1313.0,39.0,10.5
8202,1313.0,1659.0,3.2
8203,1313.0,1333.0,2.4
8204,1313.0,935.0,1.2
8205,1313.0,9.0,1.2
8206,1313.0,254.0,1.1
8207,1313.0,280.0,0.9
8208,1313.0,240.0,0.6
8209,1313.0,574.0,0.3
8210,1313.0,246.0,0.2
8211,1313.0,1660.0,0.1
8212,1314.0,1661.0,3.4
8213,1315.0,21.0,1.5
8214,1316.0,749.0,17.8
8215,1317.0,21.0,8.3
8216,1318.0,21.0,0.8
8217,1319.0,1048.0,41.0
8218,1320.0,21.0,1.2
8219,1321.0,9.0,1.3
8220,1322.0,21.0,9.5
8221,1323.0,28.0,90.0
8222,1323.0,1248.0,26.0
8223,1324.0,9.0,0.7
8224,1325.0,21.0,7.1
8225,1326.0,248.0,1835.0
8226,1326.0,816.0,101.0
8227,1326.0,1321.0,84.0
8228,1326.0,235.0,38.0
8229,1326.0,9.0,32.0
8230,1326.0,746.0,31.0
8231,1326.0,21.0,22.0
8232,1326.0,876.0,17.6
8233,1326.0,173.0,3.1
8234,1326.0,30.0,0.3
8235,1326.0,36.0,0.1
8236,1326.0,528.0,0.1
8237,1327.0,9.0,0.6
8238,1328.0,1248.0,8.0
8239,1329.0,21.0,17.5
8240,1329.0,678.0,0.4
8241,1329.0,266.0,0.2
8242,1330.0,3.0,27.0
8243,1331.0,21.0,0.5
8244,1332.0,234.0,286.0
8245,1332.0,28.0,231.0
8246,1332.0,39.0,9.4
8247,1332.0,499.0,3.8
8248,1332.0,233.0,0.2
8249,1333.0,21.0,15.8
8250,1334.0,21.0,1.7
8251,1335.0,580.0,0.4
8252,1336.0,875.0,981.0
8253,1336.0,623.0,234.0
8254,1336.0,485.0,190.0
8255,1336.0,154.0,188.0
8256,1336.0,671.0,177.0
8257,1336.0,346.0,161.0
8258,1336.0,14.0,112.0
8259,1336.0,1088.0,95.0
8260,1336.0,1418.0,76.0
8261,1336.0,1052.0,63.0
8262,1336.0,3.0,63.0
8263,1336.0,75.0,59.0
8264,1336.0,0.0,58.0
8265,1336.0,28.0,52.0
8266,1336.0,217.0,46.0
8267,1336.0,318.0,44.0
8268,1336.0,1662.0,36.0
8269,1336.0,577.0,36.0
8270,1336.0,540.0,35.0
8271,1336.0,1223.0,33.0
8272,1336.0,1243.0,29.0
8273,1336.0,456.0,28.0
8274,1336.0,1526.0,28.0
8275,1336.0,10.0,25.0
8276,1336.0,1524.0,25.0
8277,1336.0,170.0,24.0
8278,1336.0,752.0,24.0
8279,1336.0,1203.0,21.0
8280,1336.0,692.0,18.8
8281,1336.0,1663.0,18.6
8282,1336.0,341.0,16.6
8283,1336.0,1297.0,16.3
8284,1336.0,657.0,16.3
8285,1336.0,1018.0,15.6
8286,1336.0,1.0,15.4
8287,1336.0,1092.0,14.2
8288,1336.0,525.0,14.0
8289,1336.0,1367.0,13.3
8290,1336.0,84.0,13.3
8291,1336.0,6.0,13.0
8292,1336.0,370.0,10.7
8293,1336.0,67.0,10.2
8294,1336.0,392.0,6.9
8295,1336.0,242.0,6.6
8296,1336.0,1082.0,5.7
8297,1336.0,96.0,5.5
8298,1336.0,459.0,5.0
8299,1336.0,1316.0,5.0
8300,1336.0,1006.0,4.1
8301,1336.0,1664.0,4.1
8302,1336.0,37.0,3.7
8303,1336.0,349.0,3.4
8304,1336.0,62.0,3.3
8305,1336.0,972.0,3.2
8306,1336.0,261.0,2.7
8307,1336.0,33.0,2.4
8308,1336.0,720.0,2.3
8309,1336.0,582.0,2.1
8310,1336.0,617.0,1.7
8311,1336.0,1665.0,1.7
8312,1336.0,966.0,1.5
8313,1336.0,120.0,1.2
8314,1336.0,1064.0,1.1
8315,1336.0,77.0,0.9
8316,1336.0,197.0,0.7
8317,1336.0,731.0,0.6
8318,1336.0,1666.0,0.6
8319,1336.0,4.0,0.5
8320,1336.0,1033.0,0.5
8321,1336.0,556.0,0.4
8322,1336.0,1019.0,0.3
8323,1336.0,783.0,0.2
8324,1336.0,578.0,0.1
8325,1337.0,21.0,7.6
8326,1338.0,21.0,0.3
8327,1339.0,240.0,2.5
8328,1340.0,499.0,1648.0
8329,1340.0,274.0,1583.0
8330,1340.0,669.0,984.0
8331,1340.0,516.0,274.0
8332,1340.0,714.0,161.0
8333,1340.0,238.0,157.0
8334,1340.0,523.0,152.0
8335,1340.0,644.0,124.0
8336,1340.0,672.0,120.0
8337,1340.0,28.0,98.0
8338,1341.0,243.0,179.0
8339,1341.0,491.0,15.8
8340,1341.0,475.0,0.2
8341,1342.0,1561.0,357.0
8342,1342.0,759.0,162.0
8343,1342.0,59.0,117.0
8344,1342.0,46.0,104.0
8345,1342.0,243.0,79.0
8346,1342.0,31.0,72.0
8347,1342.0,24.0,71.0
8348,1342.0,203.0,48.0
8349,1342.0,353.0,47.0
8350,1342.0,711.0,44.0
8351,1342.0,619.0,41.0
8352,1342.0,253.0,35.0
8353,1342.0,74.0,31.0
8354,1342.0,76.0,27.0
8355,1342.0,411.0,22.0
8356,1342.0,620.0,18.4
8357,1342.0,3.0,17.7
8358,1342.0,437.0,12.3
8359,1342.0,280.0,10.3
8360,1342.0,625.0,9.8
8361,1342.0,925.0,9.6
8362,1342.0,133.0,8.6
8363,1342.0,1551.0,8.1
8364,1342.0,1667.0,7.6
8365,1342.0,268.0,6.0
8366,1342.0,449.0,5.6
8367,1342.0,58.0,5.1
8368,1342.0,17.0,3.1
8369,1342.0,1.0,3.0
8370,1342.0,474.0,2.9
8371,1342.0,147.0,2.4
8372,1342.0,610.0,2.0
8373,1342.0,799.0,2.0
8374,1342.0,279.0,1.9
8375,1342.0,196.0,1.1
8376,1342.0,1668.0,1.1
8377,1342.0,1349.0,0.9
8378,1342.0,457.0,0.8
8379,1342.0,1215.0,0.6
8380,1342.0,1445.0,0.5
8381,1342.0,1669.0,0.5
8382,1342.0,1458.0,0.4
8383,1342.0,240.0,0.3
8384,1342.0,21.0,0.3
8385,1343.0,723.0,0.6
8386,1344.0,21.0,5.4
8387,1345.0,21.0,0.3
8388,1346.0,273.0,85.0
8389,1347.0,713.0,16.2
8390,1347.0,1670.0,0.1
8391,1348.0,28.0,49.0
8392,1348.0,107.0,1.6
8393,1348.0,714.0,0.6
8394,1349.0,28.0,105.0
8395,1349.0,22.0,31.0
8396,1349.0,683.0,18.1
8397,1349.0,582.0,3.2
8398,1349.0,666.0,1.4
8399,1349.0,462.0,0.6
8400,1349.0,1671.0,0.6
8401,1349.0,328.0,0.4
8402,1349.0,786.0,0.3
8403,1350.0,240.0,19.6
8404,1350.0,724.0,2.0
8405,1350.0,632.0,1.4
8406,1351.0,21.0,1648.0
8407,1351.0,9.0,0.6
8408,1352.0,21.0,4.7
8409,1352.0,527.0,0.1
8410,1353.0,133.0,338.0
8411,1353.0,147.0,9.7
8412,1353.0,265.0,7.4
8413,1353.0,284.0,2.7
8414,1353.0,610.0,1.3
8415,1353.0,474.0,1.2
8416,1353.0,9.0,0.9
8417,1353.0,621.0,0.4
8418,1353.0,632.0,0.4
8419,1354.0,621.0,0.1
8420,1355.0,535.0,608.0
8421,1355.0,24.0,7.0
8422,1355.0,1012.0,2.8
8423,1355.0,299.0,2.6
8424,1355.0,1672.0,0.2
8425,1356.0,21.0,0.4
8426,1357.0,246.0,8.9
8427,1358.0,719.0,234.0
8428,1358.0,1673.0,143.0
8429,1358.0,1447.0,116.0
8430,1358.0,773.0,30.0
8431,1358.0,862.0,22.0
8432,1358.0,9.0,20.0
8433,1358.0,43.0,18.4
8434,1358.0,492.0,18.3
8435,1358.0,509.0,13.8
8436,1358.0,614.0,6.9
8437,1358.0,1099.0,2.9
8438,1358.0,21.0,2.3
8439,1358.0,724.0,2.1
8440,1358.0,487.0,2.1
8441,1358.0,12.0,1.6
8442,1358.0,1125.0,1.5
8443,1358.0,1150.0,1.0
8444,1358.0,1643.0,0.9
8445,1358.0,1489.0,0.6
8446,1358.0,1620.0,0.4
8447,1358.0,1340.0,0.4
8448,1358.0,1103.0,0.2
8449,1359.0,239.0,14.5
8450,1359.0,538.0,7.9
8451,1360.0,21.0,1.5
8452,1361.0,9.0,211.0
8453,1361.0,24.0,193.0
8454,1361.0,571.0,100.0
8455,1361.0,580.0,67.0
8456,1361.0,51.0,30.0
8457,1361.0,768.0,29.0
8458,1361.0,4.0,25.0
8459,1361.0,1039.0,10.6
8460,1361.0,540.0,8.5
8461,1361.0,1189.0,1.6
8462,1361.0,1040.0,0.9
8463,1361.0,120.0,0.6
8464,1361.0,1674.0,0.4
8465,1361.0,282.0,0.3
8466,1361.0,782.0,0.3
8467,1361.0,177.0,0.3
8468,1361.0,241.0,0.2
8469,1362.0,847.0,415.0
8470,1362.0,243.0,100.0
8471,1362.0,126.0,55.0
8472,1362.0,6.0,37.0
8473,1362.0,99.0,36.0
8474,1362.0,0.0,25.0
8475,1362.0,535.0,23.0
8476,1362.0,368.0,17.1
8477,1362.0,387.0,15.0
8478,1362.0,72.0,13.4
8479,1362.0,62.0,13.1
8480,1362.0,299.0,10.6
8481,1362.0,77.0,10.2
8482,1362.0,885.0,9.7
8483,1362.0,38.0,9.4
8484,1362.0,24.0,8.8
8485,1362.0,1675.0,8.4
8486,1362.0,221.0,8.3
8487,1362.0,435.0,7.9
8488,1362.0,331.0,7.8
8489,1362.0,149.0,7.3
8490,1362.0,1676.0,7.0
8491,1362.0,2.0,6.8
8492,1362.0,212.0,6.7
8493,1362.0,131.0,6.1
8494,1362.0,127.0,5.9
8495,1362.0,298.0,5.4
8496,1362.0,406.0,4.9
8497,1362.0,303.0,4.7
8498,1362.0,1677.0,4.6
8499,1362.0,440.0,4.5
8500,1362.0,1678.0,4.4
8501,1362.0,141.0,4.3
8502,1362.0,120.0,4.2
8503,1362.0,85.0,4.2
8504,1362.0,25.0,3.9
8505,1362.0,1679.0,3.9
8506,1362.0,162.0,3.6
8507,1362.0,261.0,3.6
8508,1362.0,152.0,3.6
8509,1362.0,410.0,3.5
8510,1362.0,164.0,3.4
8511,1362.0,230.0,3.1
8512,1362.0,1603.0,3.0
8513,1362.0,1091.0,3.0
8514,1362.0,185.0,2.7
8515,1362.0,308.0,2.2
8516,1362.0,1680.0,2.1
8517,1362.0,1681.0,2.1
8518,1362.0,1623.0,2.1
8519,1362.0,542.0,2.1
8520,1362.0,234.0,2.0
8521,1362.0,1579.0,1.9
8522,1362.0,1517.0,1.7
8523,1362.0,1352.0,1.6
8524,1362.0,240.0,1.5
8525,1362.0,1347.0,1.3
8526,1362.0,106.0,1.3
8527,1362.0,1682.0,1.2
8528,1362.0,139.0,1.2
8529,1362.0,1683.0,1.1
8530,1362.0,260.0,1.1
8531,1362.0,341.0,1.0
8532,1362.0,256.0,1.0
8533,1362.0,197.0,0.9
8534,1362.0,171.0,0.8
8535,1362.0,607.0,0.8
8536,1362.0,968.0,0.8
8537,1362.0,646.0,0.7
8538,1362.0,1684.0,0.7
8539,1362.0,554.0,0.7
8540,1362.0,22.0,0.7
8541,1362.0,1455.0,0.6
8542,1362.0,1685.0,0.5
8543,1362.0,1686.0,0.5
8544,1362.0,1687.0,0.5
8545,1362.0,926.0,0.4
8546,1362.0,21.0,0.4
8547,1362.0,37.0,0.4
8548,1362.0,89.0,0.3
8549,1362.0,1395.0,0.3
8550,1362.0,1688.0,0.3
8551,1362.0,609.0,0.3
8552,1362.0,1689.0,0.3
8553,1362.0,1286.0,0.2
8554,1362.0,275.0,0.2
8555,1362.0,1005.0,0.1
8556,1362.0,1690.0,0.1
8557,1363.0,21.0,1.1
8558,1364.0,21.0,129.0
8559,1364.0,233.0,21.0
8560,1364.0,28.0,17.3
8561,1364.0,62.0,16.0
8562,1364.0,60.0,14.9
8563,1364.0,136.0,13.3
8564,1364.0,46.0,13.1
8565,1364.0,571.0,12.1
8566,1364.0,120.0,11.8
8567,1364.0,39.0,7.0
8568,1364.0,154.0,4.3
8569,1364.0,299.0,2.8
8570,1364.0,225.0,2.4
8571,1364.0,236.0,2.1
8572,1364.0,131.0,1.8
8573,1364.0,0.0,1.7
8574,1364.0,239.0,1.7
8575,1364.0,884.0,1.5
8576,1364.0,318.0,1.0
8577,1364.0,234.0,1.0
8578,1364.0,504.0,1.0
8579,1364.0,485.0,0.9
8580,1364.0,9.0,0.9
8581,1364.0,847.0,0.8
8582,1364.0,94.0,0.8
8583,1364.0,201.0,0.7
8584,1364.0,346.0,0.6
8585,1364.0,4.0,0.5
8586,1364.0,573.0,0.5
8587,1364.0,840.0,0.4
8588,1364.0,88.0,0.4
8589,1364.0,115.0,0.3
8590,1364.0,893.0,0.2
8591,1364.0,147.0,0.2
8592,1364.0,133.0,0.1
8593,1365.0,24.0,11.4
8594,1365.0,1075.0,7.9
8595,1365.0,815.0,7.0
8596,1366.0,21.0,2.3
8597,1367.0,21.0,379.0
8598,1368.0,9.0,529.0
8599,1368.0,24.0,197.0
8600,1368.0,4.0,28.0
8601,1368.0,250.0,28.0
8602,1368.0,62.0,19.2
8603,1368.0,13.0,8.5
8604,1368.0,131.0,7.4
8605,1368.0,66.0,5.2
8606,1368.0,1691.0,4.9
8607,1368.0,631.0,4.5
8608,1368.0,794.0,3.9
8609,1368.0,356.0,3.7
8610,1368.0,1136.0,3.3
8611,1368.0,716.0,3.0
8612,1368.0,1533.0,3.0
8613,1368.0,491.0,2.9
8614,1368.0,1692.0,2.6
8615,1368.0,1477.0,2.0
8616,1368.0,734.0,2.0
8617,1368.0,1127.0,1.7
8618,1368.0,493.0,1.4
8619,1368.0,248.0,0.8
8620,1368.0,293.0,0.5
8621,1368.0,23.0,0.5
8622,1368.0,850.0,0.4
8623,1368.0,240.0,0.3
8624,1368.0,868.0,0.2
8625,1368.0,1672.0,0.2
8626,1368.0,867.0,0.1
8627,1368.0,1693.0,0.1
8628,1369.0,97.0,0.9
8629,1370.0,240.0,3.2
8630,1371.0,39.0,867.0
8631,1371.0,341.0,135.0
8632,1371.0,1257.0,132.0
8633,1371.0,525.0,111.0
8634,1371.0,24.0,69.0
8635,1371.0,77.0,46.0
8636,1371.0,133.0,41.0
8637,1371.0,886.0,32.0
8638,1371.0,3.0,30.0
8639,1371.0,1694.0,30.0
8640,1371.0,17.0,29.0
8641,1371.0,340.0,28.0
8642,1371.0,62.0,19.4
8643,1371.0,9.0,17.3
8644,1371.0,1695.0,15.5
8645,1371.0,33.0,13.4
8646,1371.0,4.0,10.4
8647,1371.0,1420.0,9.5
8648,1371.0,152.0,7.8
8649,1371.0,1696.0,7.2
8650,1371.0,646.0,6.3
8651,1371.0,234.0,6.1
8652,1371.0,240.0,6.1
8653,1371.0,164.0,5.5
8654,1371.0,925.0,5.2
8655,1371.0,116.0,4.8
8656,1371.0,660.0,4.3
8657,1371.0,540.0,4.1
8658,1371.0,34.0,4.0
8659,1371.0,108.0,4.0
8660,1371.0,8.0,3.9
8661,1371.0,1697.0,3.2
8662,1371.0,232.0,3.1
8663,1371.0,1052.0,3.0
8664,1371.0,410.0,2.4
8665,1371.0,733.0,1.5
8666,1371.0,485.0,1.5
8667,1371.0,440.0,1.3
8668,1371.0,789.0,1.1
8669,1371.0,914.0,1.1
8670,1371.0,607.0,1.1
8671,1371.0,76.0,1.0
8672,1371.0,536.0,0.8
8673,1371.0,616.0,0.8
8674,1371.0,231.0,0.7
8675,1371.0,115.0,0.6
8676,1371.0,214.0,0.5
8677,1371.0,401.0,0.5
8678,1371.0,307.0,0.5
8679,1371.0,443.0,0.5
8680,1371.0,63.0,0.5
8681,1371.0,147.0,0.4
8682,1371.0,101.0,0.4
8683,1371.0,304.0,0.3
8684,1371.0,230.0,0.3
8685,1371.0,645.0,0.3
8686,1371.0,666.0,0.2
8687,1371.0,359.0,0.2
8688,1371.0,352.0,0.2
8689,1371.0,127.0,0.2
8690,1371.0,1270.0,0.2
8691,1371.0,217.0,0.2
8692,1371.0,28.0,0.2
8693,1371.0,22.0,0.1
8694,1371.0,1125.0,0.1
8695,1371.0,492.0,0.1
8696,1371.0,580.0,0.1
8697,1372.0,570.0,39.0
8698,1372.0,64.0,25.0
8699,1373.0,21.0,0.5
8700,1374.0,21.0,366.0
8701,1375.0,273.0,1899.0
8702,1376.0,21.0,154.0
8703,1376.0,1698.0,0.3
8704,1377.0,3.0,159.0
8705,1378.0,39.0,347.0
8706,1378.0,76.0,14.4
8707,1379.0,9.0,0.5
8708,1380.0,28.0,28.0
8709,1381.0,274.0,8.2
8710,1382.0,1175.0,12.6
8711,1382.0,583.0,7.6
8712,1383.0,21.0,0.2
8713,1384.0,21.0,552.0
8714,1384.0,273.0,39.0
8715,1384.0,570.0,3.8
8716,1385.0,341.0,130.0
8717,1385.0,24.0,88.0
8718,1385.0,577.0,81.0
8719,1385.0,218.0,63.0
8720,1385.0,1189.0,46.0
8721,1385.0,318.0,41.0
8722,1385.0,126.0,36.0
8723,1385.0,23.0,31.0
8724,1385.0,1699.0,29.0
8725,1385.0,9.0,29.0
8726,1385.0,243.0,24.0
8727,1385.0,542.0,21.0
8728,1385.0,1476.0,16.6
8729,1385.0,525.0,13.6
8730,1385.0,1418.0,12.9
8731,1385.0,535.0,11.6
8732,1385.0,1700.0,9.8
8733,1385.0,31.0,9.1
8734,1385.0,241.0,7.9
8735,1385.0,240.0,7.7
8736,1385.0,268.0,7.3
8737,1385.0,840.0,6.6
8738,1385.0,492.0,6.2
8739,1385.0,234.0,3.1
8740,1385.0,1023.0,2.3
8741,1385.0,244.0,2.2
8742,1385.0,1701.0,1.7
8743,1385.0,346.0,1.5
8744,1385.0,551.0,1.3
8745,1385.0,21.0,0.6
8746,1385.0,578.0,0.6
8747,1385.0,83.0,0.5
8748,1385.0,594.0,0.4
8749,1385.0,1702.0,0.3
8750,1385.0,99.0,0.1
8751,1385.0,4.0,0.1
8752,1385.0,89.0,0.1
8753,1386.0,246.0,0.8
8754,1386.0,9.0,0.4
8755,1386.0,240.0,0.2
8756,1387.0,21.0,417.0
8757,1388.0,9.0,3.0
8758,1388.0,13.0,0.8
8759,1389.0,854.0,11.9
8760,1390.0,21.0,1.2
8761,1391.0,815.0,0.2
8762,1392.0,819.0,43.0
8763,1393.0,234.0,0.2
8764,1394.0,21.0,0.3
8765,1395.0,21.0,0.8
8766,1396.0,39.0,399.0
8767,1396.0,341.0,203.0
8768,1396.0,1.0,61.0
8769,1396.0,15.0,40.0
8770,1396.0,1042.0,30.0
8771,1396.0,35.0,25.0
8772,1396.0,24.0,19.8
8773,1396.0,193.0,15.5
8774,1396.0,3.0,14.5
8775,1396.0,1030.0,14.4
8776,1396.0,434.0,13.0
8777,1396.0,711.0,11.6
8778,1396.0,1703.0,10.7
8779,1396.0,9.0,6.0
8780,1396.0,277.0,5.1
8781,1396.0,542.0,4.7
8782,1396.0,1704.0,4.1
8783,1396.0,759.0,4.0
8784,1396.0,159.0,3.9
8785,1396.0,915.0,3.3
8786,1396.0,842.0,3.2
8787,1396.0,779.0,3.2
8788,1396.0,505.0,3.1
8789,1396.0,83.0,2.9
8790,1396.0,1591.0,2.6
8791,1396.0,1136.0,2.6
8792,1396.0,274.0,2.5
8793,1396.0,102.0,2.0
8794,1396.0,126.0,1.9
8795,1396.0,248.0,1.8
8796,1396.0,1603.0,1.7
8797,1396.0,535.0,1.7
8798,1396.0,234.0,1.6
8799,1396.0,218.0,1.6
8800,1396.0,1705.0,1.4
8801,1396.0,608.0,1.4
8802,1396.0,246.0,1.3
8803,1396.0,621.0,1.1
8804,1396.0,31.0,0.9
8805,1396.0,620.0,0.9
8806,1396.0,219.0,0.9
8807,1396.0,160.0,0.7
8808,1396.0,233.0,0.6
8809,1396.0,1472.0,0.3
8810,1396.0,491.0,0.2
8811,1396.0,1512.0,0.2
8812,1397.0,21.0,2891.0
8813,1397.0,716.0,28.0
8814,1398.0,518.0,32.0
8815,1399.0,9.0,3.1
8816,1400.0,9.0,180.0
8817,1400.0,154.0,121.0
8818,1400.0,669.0,63.0
8819,1400.0,52.0,34.0
8820,1400.0,203.0,33.0
8821,1400.0,531.0,32.0
8822,1400.0,51.0,29.0
8823,1400.0,411.0,29.0
8824,1400.0,689.0,27.0
8825,1400.0,670.0,26.0
8826,1400.0,28.0,25.0
8827,1400.0,135.0,23.0
8828,1400.0,536.0,23.0
8829,1400.0,58.0,23.0
8830,1400.0,91.0,20.0
8831,1400.0,612.0,19.3
8832,1400.0,196.0,18.7
8833,1400.0,0.0,16.5
8834,1400.0,13.0,15.4
8835,1400.0,68.0,15.0
8836,1400.0,4.0,14.1
8837,1400.0,73.0,14.0
8838,1400.0,44.0,13.7
8839,1400.0,34.0,13.4
8840,1400.0,64.0,11.1
8841,1400.0,437.0,11.0
8842,1400.0,792.0,9.6
8843,1400.0,576.0,9.2
8844,1400.0,39.0,8.6
8845,1400.0,1524.0,8.4
8846,1400.0,387.0,8.3
8847,1400.0,496.0,8.1
8848,1400.0,10.0,7.6
8849,1400.0,456.0,7.1
8850,1400.0,318.0,7.0
8851,1400.0,1051.0,6.9
8852,1400.0,523.0,6.7
8853,1400.0,684.0,6.7
8854,1400.0,528.0,6.3
8855,1400.0,816.0,6.2
8856,1400.0,235.0,6.1
8857,1400.0,96.0,5.8
8858,1400.0,875.0,5.7
8859,1400.0,21.0,5.6
8860,1400.0,683.0,5.6
8861,1400.0,232.0,5.5
8862,1400.0,571.0,5.5
8863,1400.0,357.0,5.2
8864,1400.0,62.0,5.2
8865,1400.0,15.0,5.1
8866,1400.0,40.0,4.9
8867,1400.0,131.0,4.8
8868,1400.0,59.0,4.7
8869,1400.0,331.0,4.7
8870,1400.0,850.0,4.5
8871,1400.0,289.0,4.2
8872,1400.0,543.0,4.1
8873,1400.0,108.0,3.9
8874,1400.0,1141.0,3.7
8875,1400.0,666.0,3.6
8876,1400.0,83.0,3.6
8877,1400.0,95.0,3.4
8878,1400.0,504.0,3.0
8879,1400.0,1077.0,3.0
8880,1400.0,435.0,2.7
8881,1400.0,36.0,2.4
8882,1400.0,24.0,2.4
8883,1400.0,3.0,2.3
8884,1400.0,1453.0,2.3
8885,1400.0,2.0,2.2
8886,1400.0,173.0,2.2
8887,1400.0,359.0,2.2
8888,1400.0,126.0,2.1
8889,1400.0,217.0,2.1
8890,1400.0,37.0,2.0
8891,1400.0,346.0,2.0
8892,1400.0,852.0,1.9
8893,1400.0,905.0,1.9
8894,1400.0,33.0,1.9
8895,1400.0,368.0,1.8
8896,1400.0,682.0,1.7
8897,1400.0,556.0,1.7
8898,1400.0,356.0,1.6
8899,1400.0,88.0,1.6
8900,1400.0,799.0,1.5
8901,1400.0,63.0,1.5
8902,1400.0,340.0,1.4
8903,1400.0,1155.0,1.4
8904,1400.0,175.0,1.3
8905,1400.0,378.0,1.3
8906,1400.0,355.0,1.2
8907,1400.0,759.0,1.2
8908,1400.0,711.0,1.2
8909,1400.0,343.0,1.1
8910,1400.0,1551.0,1.1
8911,1400.0,573.0,1.0
8912,1400.0,345.0,1.0
8913,1400.0,602.0,1.0
8914,1400.0,1203.0,0.9
8915,1400.0,1706.0,0.9
8916,1400.0,352.0,0.9
