,userIndex,gameID,rating
0,0.0,0.0,273.0
1,0.0,1.0,87.0
2,0.0,2.0,14.9
3,0.0,3.0,12.1
4,0.0,4.0,8.9
5,0.0,5.0,8.5
6,0.0,6.0,8.1
7,0.0,7.0,7.5
8,0.0,8.0,3.3
9,0.0,9.0,2.8
10,0.0,10.0,2.5
11,0.0,11.0,2.0
12,0.0,12.0,1.4
13,0.0,13.0,1.3
14,0.0,14.0,1.3
15,0.0,15.0,0.8
16,0.0,16.0,0.8
17,0.0,17.0,0.6
18,0.0,18.0,0.5
19,0.0,19.0,0.5
20,0.0,20.0,0.5
21,0.0,21.0,0.5
22,0.0,22.0,0.5
23,0.0,23.0,0.4
24,0.0,24.0,0.1
25,0.0,25.0,0.1
26,1.0,21.0,2.3
27,2.0,26.0,238.0
28,2.0,27.0,84.0
29,2.0,0.0,58.0
30,2.0,28.0,22.0
31,2.0,29.0,13.8
32,2.0,30.0,10.2
33,2.0,31.0,7.8
34,2.0,32.0,7.0
35,2.0,33.0,5.2
36,2.0,34.0,4.8
37,2.0,35.0,3.4
38,2.0,36.0,3.2
39,2.0,37.0,2.8
40,2.0,38.0,2.6
41,2.0,39.0,2.3
42,2.0,40.0,0.7
43,2.0,42.0,0.5
44,2.0,43.0,0.4
45,2.0,44.0,0.3
46,2.0,45.0,0.1
47,2.0,9.0,0.1
48,3.0,46.0,86.0
49,3.0,47.0,72.0
50,3.0,4.0,71.0
51,3.0,48.0,59.0
52,3.0,49.0,54.0
53,3.0,50.0,50.0
54,3.0,51.0,35.0
55,3.0,52.0,35.0
56,3.0,53.0,35.0
57,3.0,54.0,34.0
58,3.0,44.0,33.0
59,3.0,55.0,32.0
60,3.0,56.0,25.0
61,3.0,57.0,24.0
62,3.0,58.0,23.0
63,3.0,59.0,23.0
64,3.0,60.0,23.0
65,3.0,61.0,22.0
66,3.0,62.0,21.0
67,3.0,63.0,21.0
68,3.0,64.0,19.6
69,3.0,65.0,18.5
70,3.0,66.0,18.3
71,3.0,67.0,16.9
72,3.0,68.0,14.3
73,3.0,69.0,13.7
74,3.0,70.0,13.4
75,3.0,71.0,12.5
76,3.0,72.0,12.2
77,3.0,73.0,11.5
78,3.0,74.0,11.2
79,3.0,75.0,11.1
80,3.0,76.0,11.0
81,3.0,77.0,10.2
82,3.0,78.0,10.1
83,3.0,79.0,9.8
84,3.0,80.0,9.8
85,3.0,81.0,9.7
86,3.0,82.0,9.7
87,3.0,37.0,9.6
88,3.0,83.0,9.0
89,3.0,84.0,8.9
90,3.0,85.0,8.6
91,3.0,86.0,8.4
92,3.0,87.0,8.3
93,3.0,88.0,7.8
94,3.0,3.0,7.5
95,3.0,90.0,7.3
96,3.0,91.0,7.2
97,3.0,92.0,7.0
98,3.0,93.0,6.7
99,3.0,94.0,6.6
100,3.0,95.0,6.4
101,3.0,96.0,6.4
102,3.0,97.0,6.2
103,3.0,98.0,6.0
104,3.0,28.0,5.9
105,3.0,99.0,5.7
106,3.0,100.0,5.6
107,3.0,101.0,5.6
108,3.0,102.0,5.5
109,3.0,103.0,5.5
110,3.0,104.0,5.5
111,3.0,105.0,5.2
112,3.0,106.0,4.9
113,3.0,107.0,4.4
114,3.0,108.0,4.3
115,3.0,109.0,4.2
116,3.0,110.0,4.0
117,3.0,111.0,4.0
118,3.0,112.0,4.0
119,3.0,113.0,3.7
120,3.0,114.0,3.4
121,3.0,115.0,3.3
122,3.0,116.0,3.2
123,3.0,117.0,3.0
124,3.0,118.0,2.9
125,3.0,120.0,2.8
126,3.0,121.0,2.8
127,3.0,122.0,2.7
128,3.0,123.0,2.6
129,3.0,124.0,2.5
130,3.0,126.0,2.4
131,3.0,127.0,2.2
132,3.0,128.0,2.2
133,3.0,129.0,2.0
134,3.0,130.0,1.9
135,3.0,131.0,1.9
136,3.0,132.0,1.9
137,3.0,133.0,1.8
138,3.0,134.0,1.8
139,3.0,135.0,1.8
140,3.0,136.0,1.7
141,3.0,8.0,1.7
142,3.0,137.0,1.6
143,3.0,17.0,1.5
144,3.0,138.0,1.4
145,3.0,139.0,1.4
146,3.0,140.0,1.3
147,3.0,141.0,1.3
148,3.0,29.0,1.3
149,3.0,142.0,1.1
150,3.0,143.0,1.1
151,3.0,144.0,1.1
152,3.0,145.0,1.1
153,3.0,146.0,1.0
154,3.0,147.0,1.0
155,3.0,148.0,0.9
156,3.0,149.0,0.9
157,3.0,150.0,0.9
158,3.0,151.0,0.9
159,3.0,152.0,0.9
160,3.0,153.0,0.8
161,3.0,154.0,0.8
162,3.0,155.0,0.8
163,3.0,156.0,0.8
164,3.0,157.0,0.8
165,3.0,22.0,0.8
166,3.0,158.0,0.8
167,3.0,159.0,0.8
168,3.0,160.0,0.7
169,3.0,161.0,0.7
170,3.0,162.0,0.7
171,3.0,163.0,0.7
172,3.0,164.0,0.6
173,3.0,165.0,0.6
174,3.0,166.0,0.6
175,3.0,167.0,0.6
176,3.0,168.0,0.6
177,3.0,169.0,0.6
178,3.0,170.0,0.6
179,3.0,33.0,0.6
180,3.0,171.0,0.5
181,3.0,172.0,0.5
182,3.0,173.0,0.5
183,3.0,174.0,0.5
184,3.0,175.0,0.5
185,3.0,176.0,0.5
186,3.0,2.0,0.5
187,3.0,177.0,0.5
188,3.0,178.0,0.5
189,3.0,179.0,0.5
190,3.0,180.0,0.5
191,3.0,181.0,0.5
192,3.0,183.0,0.4
193,3.0,184.0,0.4
194,3.0,185.0,0.4
195,3.0,186.0,0.4
196,3.0,187.0,0.4
197,3.0,188.0,0.4
198,3.0,189.0,0.4
199,3.0,190.0,0.4
200,3.0,191.0,0.4
201,3.0,192.0,0.4
202,3.0,193.0,0.4
203,3.0,194.0,0.4
204,3.0,195.0,0.4
205,3.0,196.0,0.3
206,3.0,197.0,0.3
207,3.0,198.0,0.3
208,3.0,199.0,0.3
209,3.0,200.0,0.3
210,3.0,202.0,0.3
211,3.0,203.0,0.3
212,3.0,204.0,0.3
213,3.0,205.0,0.3
214,3.0,206.0,0.2
215,3.0,207.0,0.2
216,3.0,208.0,0.2
217,3.0,209.0,0.2
218,3.0,210.0,0.2
219,3.0,211.0,0.2
220,3.0,212.0,0.2
221,3.0,213.0,0.2
222,3.0,214.0,0.2
223,3.0,215.0,0.2
224,3.0,216.0,0.2
225,3.0,217.0,0.2
226,3.0,218.0,0.2
227,3.0,219.0,0.2
228,3.0,220.0,0.2
229,3.0,221.0,0.2
230,3.0,222.0,0.2
231,3.0,223.0,0.1
232,3.0,224.0,0.1
233,3.0,43.0,0.1
234,3.0,225.0,0.1
235,3.0,226.0,0.1
236,3.0,227.0,0.1
237,3.0,228.0,0.1
238,3.0,229.0,0.1
239,3.0,230.0,0.1
240,4.0,9.0,13.0
241,5.0,231.0,92.0
242,5.0,232.0,47.0
243,5.0,234.0,10.3
244,5.0,235.0,6.8
245,5.0,236.0,3.1
246,5.0,237.0,1.1
247,6.0,21.0,9.1
248,7.0,21.0,0.5
249,8.0,9.0,42.0
250,9.0,21.0,3.4
251,10.0,238.0,42.0
252,11.0,239.0,29.0
253,11.0,9.0,10.1
254,11.0,240.0,5.6
255,12.0,241.0,1.0
256,13.0,21.0,14.8
257,13.0,10.0,8.8
258,13.0,242.0,0.9
259,14.0,21.0,4.2
260,15.0,21.0,1784.0
261,15.0,39.0,626.0
262,15.0,234.0,176.0
263,15.0,243.0,69.0
264,15.0,75.0,48.0
265,15.0,9.0,16.1
266,15.0,244.0,13.6
267,15.0,245.0,11.7
268,15.0,24.0,10.2
269,15.0,246.0,5.8
270,15.0,205.0,4.1
271,15.0,23.0,2.3
272,15.0,52.0,2.2
273,15.0,247.0,0.6
274,15.0,12.0,0.6
275,15.0,248.0,0.4
276,15.0,249.0,0.3
277,16.0,21.0,1.1
278,16.0,250.0,0.4
279,17.0,21.0,7.4
280,18.0,21.0,135.0
281,19.0,39.0,125.0
282,20.0,21.0,3.8
283,21.0,21.0,6.2
284,22.0,9.0,1.2
285,23.0,21.0,1.9
286,24.0,240.0,0.6
287,25.0,21.0,5.2
288,26.0,252.0,32.0
289,26.0,64.0,26.0
290,26.0,253.0,15.9
291,26.0,254.0,15.8
292,26.0,155.0,10.5
293,26.0,57.0,9.5
294,26.0,255.0,9.2
295,26.0,9.0,9.0
296,26.0,21.0,8.6
297,26.0,256.0,8.3
298,26.0,257.0,8.3
299,26.0,258.0,8.2
300,26.0,259.0,5.9
301,26.0,260.0,4.7
302,26.0,261.0,1.3
303,26.0,141.0,0.9
304,26.0,94.0,0.6
305,26.0,60.0,0.5
306,26.0,262.0,0.4
307,26.0,263.0,0.2
308,26.0,264.0,0.2
309,26.0,167.0,0.1
310,27.0,265.0,1118.0
311,27.0,266.0,17.2
312,27.0,267.0,5.9
313,28.0,21.0,12.7
314,29.0,21.0,2.1
315,30.0,21.0,10.4
316,31.0,0.0,110.0
317,31.0,31.0,99.0
318,31.0,24.0,40.0
319,31.0,93.0,30.0
320,31.0,268.0,10.0
321,31.0,116.0,8.4
322,31.0,131.0,1.9
323,31.0,269.0,0.8
324,31.0,270.0,0.5
325,32.0,21.0,0.9
326,33.0,67.0,79.0
327,33.0,271.0,34.0
328,34.0,9.0,1085.0
329,35.0,272.0,36.0
330,35.0,273.0,0.2
331,36.0,61.0,16.9
332,37.0,21.0,4.8
333,38.0,273.0,211.0
334,38.0,272.0,60.0
335,38.0,275.0,31.0
336,38.0,236.0,11.3
337,38.0,276.0,7.8
338,38.0,8.0,1.1
339,38.0,277.0,0.9
340,38.0,278.0,0.3
341,38.0,279.0,0.2
342,39.0,39.0,94.0
343,39.0,240.0,15.0
344,39.0,24.0,10.8
345,39.0,280.0,6.7
346,39.0,9.0,3.6
347,39.0,281.0,2.4
348,39.0,282.0,2.1
349,39.0,283.0,0.9
350,39.0,219.0,0.7
351,39.0,284.0,0.2
352,40.0,21.0,5.3
353,41.0,273.0,91.0
354,42.0,0.0,465.0
355,42.0,285.0,40.0
356,43.0,286.0,66.0
357,43.0,287.0,35.0
358,43.0,288.0,22.0
359,43.0,289.0,19.6
360,43.0,290.0,16.3
361,43.0,291.0,14.7
362,43.0,292.0,14.6
363,43.0,293.0,14.3
364,43.0,294.0,13.3
365,43.0,62.0,11.3
366,43.0,295.0,11.2
367,43.0,296.0,10.5
368,43.0,297.0,9.5
369,43.0,120.0,9.1
370,43.0,298.0,9.0
371,43.0,299.0,8.9
372,43.0,223.0,8.6
373,43.0,164.0,7.1
374,43.0,300.0,7.1
375,43.0,301.0,7.1
376,43.0,302.0,5.9
377,43.0,303.0,5.9
378,43.0,304.0,5.6
379,43.0,306.0,5.3
380,43.0,307.0,5.2
381,43.0,308.0,5.1
382,43.0,309.0,5.1
383,43.0,310.0,4.7
384,43.0,311.0,4.3
385,43.0,312.0,4.1
386,43.0,313.0,4.1
387,43.0,314.0,3.7
388,43.0,315.0,3.7
389,43.0,316.0,3.6
390,43.0,317.0,3.6
391,43.0,318.0,3.6
392,43.0,319.0,3.4
393,43.0,185.0,3.3
394,43.0,320.0,3.2
395,43.0,211.0,3.2
396,43.0,321.0,3.1
397,43.0,322.0,2.9
398,43.0,323.0,2.8
399,43.0,324.0,2.7
400,43.0,325.0,2.6
401,43.0,326.0,2.3
402,43.0,327.0,2.2
403,43.0,328.0,2.2
404,43.0,256.0,2.1
405,43.0,82.0,2.0
406,43.0,329.0,2.0
407,43.0,9.0,1.3
408,43.0,260.0,1.2
409,43.0,330.0,1.2
410,43.0,37.0,1.1
411,43.0,167.0,1.0
412,43.0,263.0,1.0
413,43.0,331.0,0.9
414,43.0,35.0,0.9
415,43.0,332.0,0.8
416,43.0,190.0,0.6
417,43.0,334.0,0.4
418,43.0,335.0,0.3
419,43.0,264.0,0.3
420,43.0,336.0,0.2
421,43.0,337.0,0.1
422,44.0,21.0,62.0
423,45.0,21.0,22.0
424,46.0,9.0,2.0
425,46.0,338.0,0.9
426,46.0,339.0,0.3
427,47.0,9.0,762.0
428,47.0,54.0,348.0
429,47.0,4.0,270.0
430,47.0,0.0,220.0
431,47.0,307.0,113.0
432,47.0,15.0,105.0
433,47.0,340.0,99.0
434,47.0,341.0,84.0
435,47.0,342.0,62.0
436,47.0,46.0,61.0
437,47.0,343.0,58.0
438,47.0,344.0,57.0
439,47.0,217.0,56.0
440,47.0,260.0,46.0
441,47.0,8.0,44.0
442,47.0,51.0,44.0
443,47.0,345.0,41.0
444,47.0,346.0,39.0
445,47.0,347.0,38.0
446,47.0,348.0,38.0
447,47.0,74.0,32.0
448,47.0,73.0,31.0
449,47.0,350.0,31.0
450,47.0,352.0,24.0
451,47.0,353.0,23.0
452,47.0,354.0,23.0
453,47.0,355.0,23.0
454,47.0,62.0,22.0
455,47.0,99.0,21.0
456,47.0,158.0,21.0
457,47.0,356.0,19.9
458,47.0,212.0,19.8
459,47.0,357.0,19.7
460,47.0,359.0,19.5
461,47.0,360.0,19.5
462,47.0,362.0,19.1
463,47.0,10.0,18.3
464,47.0,363.0,18.2
465,47.0,77.0,18.1
466,47.0,364.0,17.3
467,47.0,22.0,17.1
468,47.0,365.0,15.4
469,47.0,149.0,15.0
470,47.0,366.0,14.5
471,47.0,367.0,14.4
472,47.0,368.0,14.0
473,47.0,369.0,13.8
474,47.0,370.0,13.8
475,47.0,371.0,13.5
476,47.0,372.0,12.8
477,47.0,59.0,12.7
478,47.0,373.0,12.6
479,47.0,374.0,12.4
480,47.0,375.0,12.4
481,47.0,376.0,11.6
