,user
1179,60424237
1180,180622295
1181,210172601
1182,80905023
1183,148576413
1184,4986667
1185,202017729
1186,234770287
1187,56957512
1188,55906627
1189,190945239
1190,73187712
1191,207590964
1192,93644606
1193,234108053
1194,71704418
1195,295202708
1196,236735185
1197,236911498
1198,236245395
1199,129982462
1200,163237086
1201,158363887
1202,95586525
1203,65394447
1204,115959445
1205,225376053
1206,80117314
1207,141873792
1208,140825164
1209,176539817
1210,257422299
1211,184480011
1212,228512803
1213,149689548
1214,182929175
1215,225176638
1216,223324734
1217,303061131
1218,171911285
1219,82418411
1220,120116659
1221,256452263
1222,211357825
1223,74347105
1224,241645675
1225,32488724
1226,128412180
1227,243816387
1228,118792304
1229,39524248
1230,174585005
1231,123546767
1232,30115594
1233,8334557
1234,247219864
1235,142414329
1236,138259286
1237,279203738
1238,226357303
1239,162654590
1240,37827989
1241,202160372
1242,48080423
1243,275151488
1244,74557142
1245,24972502
1246,9134079
1247,240964291
1248,302533082
1249,233595859
1250,252200924
1251,186814006
1252,292158722
1253,249570072
1254,242866563
1255,96674526
1256,189125890
1257,172195770
1258,26090223
1259,195840346
1260,289383568
1261,205029231
1262,241524841
1263,87734805
1264,34658438
1265,138460230
1266,122847338
1267,242836440
1268,104709012
1269,178117765
1270,121255383
1271,120143206
1272,118808320
1273,229312905
1274,249480143
1275,13565651
1276,199693744
1277,132800758
1278,134967717
1279,166811621
1280,196437409
1281,296225264
1282,28633466
1283,154624403
1284,216674215
1285,119350525
1286,238378861
1287,118859786
1288,161309693
1289,165842250
1290,175612514
1291,102949215
1292,136341868
1293,237036035
1294,69946630
1295,92322563
1296,262474788
1297,149081421
1298,131995566
1299,145078067
1300,65420540
1301,196086652
1302,203746661
1303,226597231
1304,200517250
1305,117036229
1306,35729292
1307,158476996
1308,101690993
1309,82020006
1310,189429276
1311,218215123
1312,198741200
1313,216211930
1314,42127150
1315,294250383
1316,255076487
1317,219780322
1318,236054259
1319,142494421
1320,198071235
1321,155838344
1322,149832495
1323,103984034
1324,280721592
1325,136520135
1326,97069030
1327,296139952
1328,300035772
1329,177519904
1330,106028574
1331,260729536
1332,28031199
1333,219554846
1334,138655214
1335,21075893
1336,53898495
1337,240400609
1338,242300881
1339,219080305
1340,64392327
1341,175423011
1342,77830706
1343,200039228
1344,292196792
1345,268935456
1346,14758912
1347,249495968
1348,187692242
1349,44021324
1350,197279094
1351,93578126
1352,282923824
1353,134839311
1354,198314976
1355,169964396
1356,285545510
1357,89229462
1358,131876863
1359,305912574
1360,155471453
1361,35009482
1362,136135322
1363,230213922
1364,8542204
1365,300620379
1366,138080934
1367,203422894
1368,194670621
1369,188684344
1370,253424499
1371,81585721
1372,72588600
1373,281579960
1374,144144570
1375,33261284
1376,205636324
1377,75231491
1378,167752146
1379,120141290
1380,84395245
1381,133355027
1382,234555589
1383,135329995
1384,111795034
1385,86733992
1386,278209338
1387,150720815
1388,194071007
1389,51951401
1390,210725110
1391,298857855
1392,301432974
1393,26101823
1394,175430751
1395,234758647
1396,76420334
1397,190754099
1398,94272610
1399,121727972
1400,69009454
1401,225851590
1402,220887518
1403,301110007
1404,292976473
1405,45422636
1406,145670348
1407,67492611
1408,293378273
1409,266836892
1410,120698121
1411,290334662
1412,105590063
1413,112694811
1414,121150146
1415,197363488
1416,199603191
1417,228320359
1418,157058673
1419,133439311
1420,308452993
1421,201737586
1422,176890431
1423,175849081
1424,212041058
1425,43360645
1426,142650116
1427,286761300
1428,239779234
1429,299905842
1430,112784971
1431,30425578
1432,309404240
1433,229334262
1434,199047397
1435,170329549
1436,160139917
1437,148761419
1438,211544205
1439,45974860
1440,215917975
1441,277768228
1442,199121928
1443,185078775
1444,95542056
1445,243536793
1446,115821787
1447,14417857
1448,160844169
1449,83198547
1450,162024985
1451,150623264
1452,240820377
1453,294888042
1454,135545063
1455,80386506
1456,143177422
1457,289075484
1458,82212295
1459,144736928
1460,111044780
1461,271013192
1462,239306186
1463,296254406
1464,108727716
1465,141027992
1466,156669447
1467,207647609
1468,66950079
1469,38100517
1470,53181165
1471,154137401
1472,92788681
1473,259402641
1474,297340487
1475,59383825
1476,206904972
1477,83572990
1478,298173249
1479,239296422
1480,85366890
1481,142971534
1482,210419195
1483,182422786
1484,181523551
1485,211315837
1486,105736077
1487,163027169
1488,244069576
1489,105877396
1490,212302055
1491,163140792
1492,98649241
1493,185914106
1494,302642693
1495,204793925
1496,296439514
1497,216317211
1498,161140815
1499,287812798
1500,162319690
1501,254331891
1502,171541210
1503,295832595
1504,156742049
1505,127850470
1506,39082468
1507,80779496
1508,305697665
1509,212875606
1510,84610577
1511,43189361
1512,138129129
1513,68372559
1514,31733654
1515,158495272
1516,254715417
1517,199693353
1518,144202828
1519,240508393
1520,24011187
1521,97634356
1522,169258848
1523,243664576
1524,73094226
1525,146449077
1526,163801892
1527,235037893
1528,105261470
1529,24469287
1530,157138238
1531,107285166
1532,255706163
1533,249607464
1534,301776008
1535,55112407
1536,299950927
1537,63391345
1538,294667556
1539,91405713
1540,67791342
1541,182491331
1542,32939936
1543,165565786
1544,213858385
1545,188321266
1546,43186470
1547,115287826
1548,192976811
1549,72207742
1550,134615317
1551,187462362
1552,204748975
1553,119368216
1554,243429504
1555,39622853
1556,158899877
1557,106806146
1558,308220794
1559,78996406
1560,171280641
1561,122328547
1562,164259079
1563,168375605
1564,159152280
1565,89867101
1566,299965727
1567,169308850
1568,201945992
1569,212466515
1570,214606702
1571,85045079
1572,155069128
1573,284490460
1574,196960100
1575,207022512
1576,116617462
1577,233269570
1578,115325355
1579,11403772
1580,227863185
1581,139433517
1582,254814380
1583,82695118
1584,195322037
1585,50744279
1586,186673066
1587,240312742
1588,244855763
1589,66078954
1590,188491294
1591,225289523
1592,130440628
1593,82046939
1594,112459307
1595,258774423
1596,111754806
1597,145927933
1598,139149185
1599,107131506
1600,189818681
1601,20683035
1602,161637382
1603,86355338
1604,158944454
1605,133609786
1606,65872385
1607,38968408
1608,27171538
1609,240405101
1610,229111581
1611,92314533
1612,185849750
1613,145722517
1614,197157593
1615,107383658
1616,202465494
1617,237156166
1618,132057825
1619,202625117
1620,47453568
1621,168839130
1622,300538511
1623,138349389
1624,103966604
1625,287948400
1626,26753925
1627,12130111
1628,200083714
1629,186193491
1630,94819329
1631,199948316
1632,23096237
1633,296557510
1634,82728085
1635,15305418
1636,215786295
1637,119170251
1638,130303679
1639,237704094
1640,146427029
1641,201769914
1642,177146016
1643,304435173
1644,133729675
1645,35330593
1646,144824885
1647,82448039
1648,99077905
1649,130146848
1650,184161063
1651,305093062
1652,252159775
1653,304032401
1654,101395260
1655,103093060
1656,120970326
1657,194966014
1658,180283418
1659,244441983
1660,81104015
1661,91125135
1662,150039339
1663,302054444
1664,90884508
1665,243141191
1666,233847882
1667,150386429
1668,139049885
1669,112919409
1670,182988804
1671,10385370
1672,244908996
1673,301117259
1674,28424408
1675,244376049
1676,217756269
1677,191477470
1678,217580279
1679,238013546
1680,221042905
1681,201678836
1682,71760673
1683,192204940
1684,197642964
1685,273901604
1686,142001485
1687,211267410
1688,33300480
1689,191592097
1690,88344296
1691,223124802
1692,214252753
1693,116325720
1694,86635197
1695,9128105
1696,282638848
1697,124763074
1698,118442089
1699,224777419
1700,147381026
1701,201089557
1702,204624428
1703,244722763
1704,301070733
1705,126308758
1706,194487033
1707,194893507
1708,245005581
1709,79537725
1710,72930582
1711,102623516
1712,30548861
1713,53779471
1714,197732882
1715,58724834
1716,203387556
1717,131785763
1718,114881003
1719,145052189
1720,184034224
1721,164611728
1722,193315427
1723,121809665
1724,21015565
1725,206229824
1726,58217836
1727,252475396
1728,127325079
1729,140943875
1730,95695156
1731,197966478
1732,143588434
1733,186515716
1734,71126210
1735,173168090
1736,292470488
1737,203222843
1738,86912006
1739,188784538
1740,298557690
1741,202347606
1742,166149095
1743,141680691
1744,59101095
1745,200102265
1746,152585209
1747,227783598
1748,57223013
1749,217987498
1750,193955543
1751,58662652
1752,43565258
1753,173003298
1754,202128053
1755,230103206
1756,121582062
1757,222045462
1758,281846414
1759,130029851
1760,88139607
1761,217892263
1762,10595342
1763,117312360
1764,173531795
1765,209665002
1766,203986235
1767,156879739
1768,188893670
1769,135066372
1770,64657716
1771,120955239
1772,139480472
1773,191905471
1774,258213980
1775,97951693
1776,39482136
1777,293978986
1778,143223745
1779,118693973
1780,30432648
1781,163924362
1782,244290943
1783,233104650
1784,90359362
1785,112432049
1786,217993378
1787,158481852
1788,114287682
1789,290948882
1790,104132805
1791,199816966
1792,116626402
1793,165192959
1794,202366002
1795,245432485
1796,232047954
1797,26633617
1798,7273540
1799,25445382
1800,200737797
1801,283401578
1802,149790632
1803,145825155
1804,142279088
1805,119311184
1806,150397316
1807,212544433
1808,59790700
1809,183963121
1810,12259303
1811,96095486
1812,136998614
1813,218531534
1814,294834367
1815,199215257
1816,66052983
1817,93669877
1818,84738098
1819,218734858
1820,97886833
1821,126269125
1822,172860957
1823,32125590
1824,250828184
1825,35021321
1826,106132774
1827,170377069
1828,250480120
1829,168546873
1830,184536712
1831,44197725
1832,3244702
1833,86448907
1834,239135689
1835,207563790
1836,153543959
1837,164511211
1838,11207650
1839,173382820
1840,115163074
1841,104707698
1842,174997093
1843,194282276
1844,83758687
1845,15702351
1846,238282687
1847,171375833
1848,38990345
1849,188142305
1850,106101617
1851,45094639
1852,87341384
1853,170944796
1854,148831715
1855,144114673
1856,213737989
1857,294848255
1858,219361406
1859,252166407
1860,87686595
1861,181700777
1862,188092362
1863,208073859
1864,301506413
1865,121615038
1866,141918894
1867,120106834
1868,122188548
1869,81556495
1870,295759540
1871,113260911
1872,24204083
1873,28443095
1874,177537876
1875,95362226
1876,251241445
1877,49688948
1878,183486202
1879,95562622
1880,297278471
1881,283636252
1882,168641975
1883,200035911
1884,302396512
1885,201777630
1886,225655173
1887,237784559
1888,77924328
1889,150144638
1890,151960085
1891,301274389
1892,77124916
1893,121900241
1894,161632739
1895,179404476
1896,2259650
1897,234749963
1898,276101850
1899,192997918
1900,51766884
1901,141571751
1902,192186232
1903,234299035
1904,279487658
1905,84432612
1906,121080515
1907,54992167
1908,282755920
1909,161919513
1910,59115473
1911,308440565
1912,231456970
1913,203172944
1914,133237267
1915,225434610
1916,92091548
1917,60296891
1918,261199100
1919,200913780
1920,292652586
1921,183235801
1922,129928069
1923,269759752
1924,239926593
1925,111313670
1926,225829163
1927,104543500
1928,109669093
1929,282945740
1930,103690917
1931,204480360
1932,99704390
1933,234684541
1934,256992469
1935,277741936
1936,181693930
1937,131296919
1938,303077093
1939,13227113
1940,239544929
1941,170650631
1942,233424343
1943,46172640
1944,6820462
1945,200035884
1946,130133036
1947,237475162
1948,130993597
1949,173114158
1950,259587307
1951,142065874
1952,240697615
1953,136791084
1954,242988245
1955,232037254
1956,189417273
1957,97303314
1958,213655302
1959,116038263
1960,284897982
1961,30452777
1962,203572706
1963,9180659
1964,33214968
1965,283840654
1966,196886916
1967,282529842
1968,238411966
1969,230161291
1970,2531540
1971,185710844
1972,302665101
1973,141160698
1974,46542904
1975,287848624
1976,224988881
1977,98951804
1978,131539267
1979,232662797
1980,242267002
1981,239816635
1982,71574303
1983,145508370
1984,187478430
1985,85526871
1986,185412742
1987,169577811
1988,189813843
1989,127461395
1990,77864647
1991,1423371
1992,159677499
1993,139015518
1994,84236369
1995,66308898
1996,49312497
1997,263385816
1998,125108218
1999,285664668
2000,97006419
2001,146567789
2002,288787646
2003,192105970
2004,106986812
2005,71632904
2006,78071174
2007,214933922
2008,182883046
2009,248076396
2010,220217607
2011,260455932
2012,240835613
2013,114751336
2014,213610494
2015,196274659
2016,87909217
2017,83355221
2018,82112070
2019,148833344
2020,231060378
2021,201506696
2022,198782797
2023,86997363
2024,52093628
2025,102154135
2026,71132696
2027,256212075
2028,217099682
2029,226928441
2030,207468782
2031,201696785
2032,71390526
2033,199745733
2034,242632396
2035,210525366
2036,231443162
2037,186969279
2038,52217458
2039,95461199
2040,135179790
2041,48792936
2042,94161846
2043,295138491
2044,58907890
2045,191421015
2046,241891753
2047,163669475
2048,166318971
2049,206248602
2050,27100840
2051,101248210
2052,61614735
2053,111130695
2054,227490126
2055,75273484
2056,186645930
2057,110708539
2058,214988530
2059,152375240
2060,206178043
2061,199344685
2062,249480968
2063,162894458
2064,133407060
2065,34556248
2066,40754921
2067,162787304
2068,171580979
2069,214784227
2070,145646661
2071,114416197
2072,218110241
2073,123435296
2074,108512521
2075,181453879
2076,59103567
2077,307886547
2078,272542868
2079,59107320
2080,187817597
2081,176929122
2082,297340723
2083,234190577
2084,233408698
2085,138960345
2086,67083031
2087,105782521
2088,288916596
2089,244293895
2090,240671554
2091,242866088
2092,274308276
2093,294155812
2094,228733650
2095,148162764
2096,150282867
2097,298446224
2098,120420435
2099,233407123
2100,14717252
2101,245052241
2102,236078667
2103,72907554
2104,116450986
2105,208433111
2106,282464648
2107,260265776
2108,78369082
2109,101602586
2110,176709931
2111,182961604
2112,245583676
2113,175223006
2114,202287486
2115,112907304
2116,166598655
2117,21557528
2118,207860755
2119,33904278
2120,138010203
2121,232959254
2122,186078229
2123,208747788
2124,89422440
2125,210975085
2126,10869571
2127,209820105
2128,180612782
2129,308695132
2130,95918472
2131,221161433
2132,164473026
2133,100728962
2134,205204457
2135,147114426
2136,22673724
2137,147079200
2138,202239376
2139,177924431
