,user
2140,92842809
2141,188110199
2142,149556407
2143,198327032
2144,167935300
2145,285316500
2146,123988363
2147,75092930
2148,201889336
2149,1612666
2150,225942169
2151,278825568
2152,83234559
2153,219435905
2154,204795948
2155,195414910
2156,93197620
2157,79715089
2158,142721011
2159,190049238
2160,120171057
2161,234360501
2162,37435998
2163,284096202
2164,227244326
2165,114620302
2166,170130950
2167,160673726
2168,275889776
2169,286458362
2170,260252363
2171,207399776
2172,98624963
2173,8795607
2174,122679931
2175,181476633
2176,204176632
2177,127461743
2178,83168693
2179,183337134
2180,49584661
2181,252071568
2182,258337261
2183,114632006
2184,256927813
2185,33071192
2186,188386352
2187,293303005
2188,184556544
2189,161777161
2190,96781711
2191,277557242
2192,161615012
2193,149194171
2194,164059206
2195,177441119
2196,110304598
2197,193136822
2198,223064225
2199,201634197
2200,233013810
2201,218339090
2202,199973616
2203,107475554
2204,60343142
2205,124570576
2206,91716452
2207,135957644
2208,162076421
2209,150538933
2210,199255181
2211,202818659
2212,289244540
2213,65342306
2214,57319696
2215,47021871
2216,110906645
2217,101725007
2218,231414706
2219,206014489
2220,27338668
2221,135475055
2222,196171528
2223,300938059
2224,131217195
2225,156297441
2226,43248011
2227,164478205
2228,188167163
2229,31500407
2230,30440303
2231,81537102
2232,298950
2233,295117160
2234,292422780
2235,293204747
2236,242819393
2237,186154929
2238,129501816
2239,149873773
2240,98102518
2241,55319994
2242,204199622
2243,124142651
2244,260207401
2245,62878249
2246,46534663
2247,207926270
2248,91828380
2249,182604019
2250,186871803
2251,261336456
2252,150137344
2253,133800100
2254,241424434
2255,121480841
2256,132381775
2257,173234140
2258,113039667
2259,195453723
2260,183026447
2261,161186800
2262,102244595
2263,223595417
2264,293758845
2265,50801801
2266,162479816
2267,20630908
2268,230947875
2269,201576436
2270,83671083
2271,158265363
2272,225933183
2273,14216099
2274,60557056
2275,175690339
2276,255306029
2277,31839832
2278,99766416
2279,168011250
2280,253611147
2281,161084485
2282,274785080
2283,223660563
2284,176590636
2285,164608800
2286,239099727
2287,203114983
2288,267250336
2289,173940259
2290,212570211
2291,153097805
2292,41294957
2293,111529766
2294,47500408
2295,179772319
2296,136557761
2297,96282673
2298,240955030
2299,194266152
2300,119211545
2301,215039865
2302,162214363
2303,147228931
2304,242052237
2305,101641872
2306,254836819
2307,280275540
2308,133267799
2309,164711200
2310,105048330
2311,50699197
2312,108219790
2313,38323067
2314,87059822
2315,127894126
2316,115404202
2317,250364324
2318,187865224
2319,153633636
2320,149505485
2321,144578181
2322,122026623
2323,75639638
2324,154745722
2325,145132643
2326,219894679
2327,216047302
2328,189795214
2329,145507090
2330,244844115
2331,308122123
2332,104826174
2333,104408704
2334,54293428
2335,282349848
2336,123397302
2337,267633580
2338,182076616
2339,297771244
2340,192245266
2341,222134637
2342,123325040
2343,121535800
2344,188641919
2345,110268888
2346,171383863
2347,196324436
2348,188627637
2349,180800031
2350,157341587
2351,259263507
2352,183999220
2353,66939289
2354,208470492
2355,197406178
2356,212758245
2357,209219032
2358,113444723
2359,252978483
2360,243712157
2361,254935843
2362,271047352
2363,224998865
2364,92025878
2365,107652130
2366,193811490
2367,141408990
2368,64060101
2369,171252939
2370,208061820
2371,90672622
2372,177457582
2373,129525006
2374,97291615
2375,186642906
2376,99723205
2377,257108952
2378,76856277
2379,113771004
2380,136866564
2381,181212
2382,251123935
2383,246949212
2384,106746754
2385,106216084
2386,86239250
2387,44147477
2388,307597897
2389,138115430
2390,182984820
2391,121352371
2392,53778883
2393,105384518
2394,36546868
2395,133234931
2396,277339358
2397,204543155
2398,231310711
2399,104635003
2400,173433898
2401,223181037
2402,146355606
2403,261670300
2404,170057163
2405,171916530
2406,238451023
2407,170382539
2408,149368095
2409,37396841
2410,237724900
2411,102927775
2412,175044682
2413,156506614
2414,296371285
2415,172623126
2416,186863874
2417,129019336
2418,283326616
2419,241842320
2420,275529528
2421,72989129
2422,72996988
2423,298902962
2424,23714890
2425,140372243
2426,73094362
2427,95325409
2428,98796965
2429,152959594
2430,161601485
2431,22371742
2432,100351493
2433,176855190
2434,73518199
2435,66592754
2436,20207081
2437,77632511
2438,245859173
2439,270165540
2440,268474336
2441,192839333
2442,303854541
2443,99304780
2444,206232608
2445,271146672
2446,252932627
2447,249543309
2448,85342296
2449,135277795
2450,69856757
2451,116411567
2452,100895530
2453,83849502
2454,125654059
2455,115958331
2456,104198851
2457,100311267
2458,258478416
2459,40797591
2460,23717586
2461,301299641
2462,189792144
2463,189424582
2464,66463490
2465,302387415
2466,111575581
2467,254250501
2468,177050329
2469,142794497
2470,101552080
2471,35442153
2472,284769694
2473,195105284
2474,300177729
2475,172470005
2476,193792189
2477,47672756
2478,261373664
2479,111142411
2480,181156459
2481,246453577
2482,77310637
2483,152934929
2484,141773234
2485,250436709
2486,183531966
2487,115008799
2488,164865114
2489,145840451
2490,152485214
2491,294757149
2492,301910202
2493,39990790
2494,163360656
2495,300187809
2496,141950398
2497,91736333
2498,166927601
2499,73835640
2500,197861486
2501,302442858
2502,190654528
2503,121577821
2504,158195187
2505,276467194
2506,28711405
2507,206071342
2508,75232211
2509,278329690
2510,281985866
2511,101447015
2512,302363079
2513,266367020
2514,69658686
2515,234449643
2516,129659946
2517,13614852
2518,209897237
2519,78335076
2520,151465345
2521,173002032
2522,151058601
2523,118834514
2524,246908963
2525,189649899
2526,225734651
2527,123122821
2528,296260221
2529,58882137
2530,252386228
2531,211054311
2532,175806506
2533,300292281
2534,133402780
2535,200857908
2536,40576653
2537,147340721
2538,221702697
2539,46637811
2540,253253005
2541,139388319
2542,80309714
2543,229556803
2544,124878949
2545,170215786
2546,202557205
2547,295363571
2548,236466534
2549,62562867
2550,300217861
2551,218054193
2552,199336988
2553,144546440
2554,184332447
2555,170023764
2556,57755503
2557,147395962
2558,234100567
2559,172585885
2560,188573606
2561,54477968
2562,131949880
2563,190246455
2564,195219679
2565,131227682
2566,150424384
2567,272499996
2568,223187857
2569,85518568
2570,140800500
2571,293211305
2572,235770634
2573,224587014
2574,202906277
2575,228314669
2576,238698018
2577,242200471
2578,296285114
2579,195814783
2580,70351792
2581,285704870
2582,257299708
2583,71480053
2584,35419030
2585,192538478
2586,171067153
2587,116283279
2588,149331941
2589,153945772
2590,61502266
2591,102921672
2592,230967602
2593,124566319
2594,73274639
2595,260567796
2596,113530439
2597,186452942
2598,259038184
2599,149820947
2600,213235578
2601,160430559
2602,190798987
2603,210296537
2604,118236431
2605,248364783
2606,104418822
2607,22875444
2608,224929163
2609,144463433
2610,62858973
2611,165130273
2612,199637398
2613,205329032
2614,233692859
2615,170460109
2616,231190223
2617,36791999
2618,635733
2619,183170604
2620,116494569
2621,220302789
2622,291527866
2623,185390486
2624,20464587
2625,178224490
2626,161211955
2627,279204362
2628,96723015
2629,180836607
2630,240157419
2631,238285173
2632,60859324
2633,280027508
2634,57905818
2635,143127924
2636,248155783
2637,237281095
2638,283482222
2639,79542039
2640,161007736
2641,67713900
2642,146016192
2643,301249176
2644,231191282
2645,116756674
2646,177734872
2647,238625455
2648,101826973
2649,68540434
2650,266035768
2651,171665006
2652,294255087
2653,161672514
2654,84824859
2655,210824241
2656,161428298
2657,198019368
2658,303007171
2659,289428854
2660,90956570
2661,163558271
2662,47164966
2663,160725611
2664,119670302
2665,201600354
2666,50837658
2667,302477662
2668,229203462
2669,191792074
2670,100053304
2671,26729643
2672,108223505
2673,231469827
2674,193012627
2675,187937296
2676,64137709
2677,152983035
2678,201680419
2679,180763362
2680,115655987
2681,235239851
2682,91815420
2683,114244707
2684,253549183
2685,109969767
2686,26461910
2687,52321307
2688,302328584
2689,275086284
2690,220808791
2691,221738571
2692,212146550
2693,190502181
2694,165779930
2695,67001780
2696,138375115
2697,247544697
2698,173394554
2699,170264961
2700,223133463
2701,104470331
2702,302004137
2703,56002861
2704,201283792
2705,202775025
2706,296106225
2707,152793135
2708,3527485
2709,304037281
2710,52863875
2711,254095448
2712,182548589
2713,127606511
2714,150472108
2715,276505968
2716,125226713
2717,285860790
2718,84555487
2719,271886944
2720,167608965
2721,186010200
2722,216029829
2723,206701226
2724,195584941
2725,215127686
2726,131237387
2727,199768117
2728,114617787
2729,211088737
2730,37490443
2731,172766915
2732,302228798
2733,181230674
2734,77018622
2735,239488605
2736,182478684
2737,297391224
2738,209804474
2739,197666345
2740,181112485
2741,104727643
2742,237012219
2743,192012936
2744,225848614
2745,10144504
2746,3674653
2747,197949629
2748,76177929
2749,180887333
2750,146994562
2751,202700286
2752,112944877
2753,192274690
2754,155242980
2755,61099969
2756,248899637
2757,156382881
2758,160042745
2759,239449577
2760,208994172
2761,201763859
2762,66615366
2763,118541865
2764,297925945
2765,129910954
2766,225512626
2767,185515672
2768,203735948
2769,281857216
2770,185467694
2771,144515751
2772,60736966
2773,297650024
2774,115358376
2775,130581074
2776,6717871
2777,246439849
2778,191857652
2779,93021129
2780,101597552
2781,62352668
2782,87938922
2783,159000186
2784,176771895
2785,173249224
2786,181593489
2787,157391838
2788,133573140
2789,232864591
2790,245816621
2791,162844395
2792,26465134
2793,42777729
2794,212519365
2795,139122042
2796,11978743
2797,266885016
2798,55776971
2799,147440059
2800,221432905
2801,178675666
2802,160310816
2803,162763644
2804,284189098
2805,120405554
2806,195248182
2807,235297215
2808,124234882
2809,74749851
2810,188991147
2811,68337019
2812,2083767
2813,297089707
2814,146230543
2815,244193381
2816,179936723
2817,148467772
2818,198350044
2819,164948794
2820,48429360
2821,297022016
2822,85968997
2823,228826954
2824,37466720
2825,171087166
2826,13646256
2827,178730299
2828,181329087
2829,252963100
2830,269347396
2831,91479671
2832,102175618
2833,56497895
2834,195130514
2835,67694595
2836,175063109
2837,254544187
2838,143124637
2839,303486706
2840,158923194
2841,305993961
2842,253469905
2843,10809782
2844,258602617
2845,222642374
2846,307708163
2847,223586930
2848,187484302
2849,138455695
2850,136705294
2851,157109900
2852,173558102
2853,277283114
2854,200376716
2855,103520209
2856,215380327
2857,171726897
2858,182822996
2859,68025732
2860,147064019
2861,285252660
2862,242914933
2863,228063098
2864,259057827
2865,47644729
2866,231472933
2867,139673932
2868,108569990
2869,63615483
2870,40286953
2871,259953528
2872,174357608
2873,51300149
2874,183803328
2875,87424218
2876,106834867
2877,254205257
2878,90809240
2879,222284298
2880,200036280
2881,297510921
2882,215627519
2883,16081636
2884,93907820
2885,38049880
2886,189971720
2887,49669626
2888,83589156
2889,256613211
2890,201929912
2891,33282871
2892,195193671
2893,49893565
2894,22689481
2895,136850924
2896,297838495
2897,121154091
2898,136301597
2899,163001223
2900,250497204
2901,47291376
2902,136640372
2903,133885796
2904,188189790
2905,179848102
2906,131533123
2907,167564834
2908,257934949
2909,97686700
2910,73725335
2911,103649913
2912,197903023
2913,153434378
2914,10714039
2915,282052972
2916,88759352
2917,92102177
2918,35264447
2919,48118779
2920,45120292
2921,32248913
2922,106014415
2923,237578633
2924,304084564
2925,218938553
2926,158481258
2927,309434439
2928,28257781
2929,69305825
2930,299764859
2931,151257543
2932,116314616
2933,144059425
2934,92044753
2935,89523414
2936,92639430
2937,10964000
2938,260300423
2939,577614
2940,108033629
2941,306893799
2942,151234988
2943,13227098
2944,148773331
2945,153823616
2946,166385573
2947,240948167
2948,230187829
2949,187877855
2950,141593830
2951,178789623
2952,173931686
2953,49724738
2954,147154527
2955,150968058
2956,207319056
2957,290573962
2958,166081897
2959,241834303
2960,137837203
2961,297059619
2962,293478944
2963,227047211
2964,231945021
2965,204319528
2966,13873032
2967,154276203
2968,222259537
2969,215727147
2970,207248568
2971,199806970
2972,192429833
2973,165683591
2974,213231597
2975,150820937
2976,46301758
2977,192627895
2978,161811523
2979,206595308
2980,63075948
2981,188642720
2982,300513907
2983,302823979
2984,148631188
2985,139804310
2986,14153959
2987,153495323
2988,103260848
2989,219747318
2990,257045927
2991,83123832
2992,298144216
2993,106346875
2994,220235189
2995,247669967
2996,142408262
2997,261745164
2998,177578580
2999,162453723
3000,171986932
3001,164196144
3002,34582304
3003,185825658
3004,283558096
3005,144505477
3006,234262106
3007,245844624
3008,149144202
3009,29239329
3010,135091121
3011,242325247
3012,215877085
3013,160620803
3014,92600849
3015,190061555
3016,46585543
3017,27262175
3018,164805863
3019,133459021
3020,216487495
3021,231584646
3022,238808025
3023,96167505
3024,136357840
3025,63808332
3026,124070622
3027,157899431
3028,192623666
3029,30064076
3030,7203603
3031,150789931
3032,48415876
3033,198380393
3034,235692659
3035,136953993
3036,268585240
3037,95819457
3038,117402082
3039,93034535
3040,200524998
3041,266278004
3042,66357156
3043,193539193
3044,36611463
3045,159524722
3046,166234928
3047,239413586
3048,169183481
3049,169688576
3050,18036199
3051,297690673
3052,309181805
3053,227535595
3054,189957616
3055,100267049
3056,153545980
3057,74716918
3058,74709077
3059,76881558
3060,217770237
3061,169576959
3062,66464409
3063,7585698
3064,277984366
3065,193058986
3066,106042595
3067,33013552
3068,43684632
3069,57271785
3070,238481802
3071,121168851
3072,292710310
3073,48984158
3074,197328486
3075,167153680
3076,76767
3077,3498717
3078,196435579
3079,10515535
3080,152497084
3081,107346769
3082,149384813
3083,158620881
3084,108241539
3085,224594322
3086,106066141
3087,94269421
3088,153428440
3089,174033209
3090,228045441
3091,68736721
3092,300078123
3093,287122626
3094,26897314
3095,181070203
3096,177362386
3097,234150209
3098,255408941
3099,15382030
3100,148546383
3101,217574533
3102,241742834
3103,181549899
3104,307704705
3105,137939290
3106,201022896
3107,193076632
3108,58316550
3109,122798021
3110,213022303
3111,269058144
3112,61289147
3113,282676810
3114,106901665
3115,189827182
3116,72971410
3117,193202632
3118,215255305
3119,84318201
3120,33706322
3121,274581452
3122,138918389
3123,100057229
3124,263171804
3125,31764594
3126,246970452
3127,231103175
3128,250054424
3129,199594907
3130,121808566
3131,285543474
3132,297455922
3133,95531306
3134,301047544
3135,217611749
3136,151038065
3137,136788043
3138,150652861
3139,153144971
3140,7163917
3141,102552233
3142,193486352
3143,152552195
3144,225773581
3145,221134306
3146,226260133
3147,244563268
3148,256436660
3149,178389754
3150,5689496
3151,130742617
3152,147810275
3153,209626174
3154,226095163
3155,299821244
3156,166823535
3157,50769696
3158,183617329
3159,155277811
3160,63965791
3161,155155363
3162,93301496
3163,216023925
3164,252282604
3165,183054457
3166,114325392
3167,154730370
3168,30042027
3169,126233699
3170,172417199
3171,207124179
3172,212289859
3173,180648547
3174,59529444
3175,63750749
3176,209131025
3177,93950791
3178,306957991
3179,121383308
3180,278678644
3181,164010859
3182,149032069
3183,267901212
3184,129704982
3185,167785065
3186,166391678
3187,247912887
3188,157628719
3189,234950941
3190,148674157
3191,234929278
3192,15415372
3193,215542922
3194,101731521
3195,229643946
3196,199805188
3197,228649481
3198,90726321
3199,71865634
3200,33993318
3201,309167186
3202,1699101
3203,65610147
3204,147619919
3205,142256500
3206,200364872
3207,86466985
3208,184524833
3209,108887922
3210,255582025
3211,147120267
3212,92843672
3213,156270296
3214,200714421
3215,52435421
3216,191320556
3217,128934005
3218,41205215
3219,95747088
3220,49413665
3221,165130491
3222,206308003
3223,131023125
3224,202595940
3225,152542298
3226,156904436
3227,48063019
3228,217681801
3229,242856576
3230,159936874
3231,282532526
3232,301253133
3233,119624572
3234,149310293
3235,163160256
3236,145243748
3237,145050295
3238,116620161
3239,123101539
3240,91912195
3241,198381433
3242,166119884
3243,255750768
3244,112216065
3245,214618086
3246,92663477
3247,182175005
3248,296676579
3249,216303146
3250,187928878
3251,88290913
3252,140493636
3253,219230362
3254,33587126
3255,59157389
3256,132111476
3257,294785149
3258,245422124
3259,194794185
3260,237857246
3261,136891549
3262,101809411
3263,55522584
3264,282096494
3265,226704675
3266,292326196
3267,149541004
3268,238048910
3269,21061921
3270,307846753
3271,168667709
3272,255622304
3273,215911849
3274,134930004
3275,242497886
3276,97597061
3277,180835471
3278,273827660
3279,130369238
3280,215879414
3281,135505928
3282,167302978
3283,41843900
3284,52811164
3285,160029841
3286,278613910
3287,134448504
3288,144024725
3289,89752173
3290,240401181
3291,165742641
3292,251196267
3293,190310322
3294,88463863
3295,209006754
3296,106592046
3297,189596415
3298,134452836
3299,94526239
3300,206326595
3301,171594027
3302,280976178
3303,86055705
3304,184584285
3305,198722652
3306,204493190
3307,20914736
3308,78560022
3309,231959681
3310,58057627
3311,119310413
3312,206512772
3313,49372322
3314,141141039
3315,267136496
3316,95221376
3317,33506449
3318,298088734
3319,216745133
3320,127298726
3321,182352880
3322,173899197
3323,293312087
3324,299212897
3325,165609158
3326,114167965
3327,166224568
3328,242343035
3329,240277855
3330,54507379
3331,123627691
3332,183593307
3333,89005236
3334,169254022
3335,293188300
3336,182780973
3337,196543616
3338,87223060
3339,303398143
3340,163533808
3341,214472043
3342,1834453
3343,189921721
3344,16990576
3345,145980974
3346,3449240
3347,293600797
3348,213359499
3349,114872913
3350,66255019
3351,112474535
3352,39037163
3353,55426012
3354,187731882
3355,137483421
3356,208821410
3357,149795092
3358,188533496
3359,285426740
3360,109207860
3361,233316747
3362,213506795
3363,45016429
3364,25337857
3365,156617310
3366,29777760
3367,150457019
3368,197904909
3369,29148231
3370,191637518
3371,280527612
3372,188684779
3373,93269664
3374,167385563
3375,156321775
3376,309188905
3377,168135178
3378,236282125
3379,292917073
3380,258503400
3381,61003041
3382,150762951
3383,171691017
3384,4877411
3385,86623169
3386,302237901
3387,161338471
3388,294169103
3389,139746888
3390,69434488
3391,125145239
3392,296153709
3393,300248088
3394,45774794
3395,187755082
3396,128536244
3397,36017955
3398,180406842
3399,100012061
3400,159279906
3401,205352214
3402,121531316
3403,242039522
3404,113142233
3405,160831523
3406,170711828
3407,266279128
3408,22627659
3409,145908178
3410,146116064
3411,206193312
3412,298447605
3413,218321238
3414,35560181
3415,180599430
3416,128430362
3417,166051525
3418,222125122
3419,27901693
3420,62633395
3421,154458931
3422,108007732
3423,296463465
3424,223798950
3425,232099107
3426,244163929
3427,175026514
3428,65398650
3429,180394356
3430,221379737
3431,219706418
3432,98380332
3433,22075531
3434,282533716
3435,193226877
3436,168401940
3437,231420711
3438,113557230
3439,28648610
3440,101827664
3441,166374827
3442,108575170
3443,227191434
3444,175711893
3445,145320311
3446,205730271
3447,249176501
3448,224547146
3449,127693647
3450,96086538
3451,121207655
3452,57033787
3453,125324040
3454,106682261
3455,18109027
3456,137460095
3457,279637570
3458,261857176
3459,205965436
3460,307062543
3461,207641091
3462,84054119
3463,198913824
3464,60984151
3465,260499716
3466,195406396
3467,221553173
3468,144580725
3469,54568397
3470,288581914
3471,203729080
3472,213448361
3473,80128229
3474,133794741
3475,65575604
3476,205804636
3477,270806652
3478,108493237
3479,232766649
3480,141197436
3481,136139505
3482,105586920
3483,89623082
3484,153643202
3485,244706504
3486,242250632
3487,252466573
3488,132917640
3489,239583217
3490,201280043
3491,157080495
3492,102048000
3493,224282935
3494,27873947
3495,189866742
3496,111728146
3497,160288543
3498,70780053
3499,209830063
3500,138168089
3501,241890870
3502,218121619
3503,294424417
3504,231142279
3505,161084061
3506,213046303
3507,257256783
3508,145368259
3509,70408902
3510,309213952
3511,46055854
3512,151938509
3513,77794924
3514,187965381
3515,118446513
3516,96435667
3517,110840027
3518,37422528
3519,119906029
3520,152310454
3521,221744925
3522,110814860
3523,288155906
3524,193774881
3525,224418566
3526,120271188
3527,218908889
3528,56219610
3529,284608638
3530,251974333
3531,48350308
3532,70751383
3533,109338714
3534,185974015
3535,162962869
3536,155718820
3537,307901099
3538,96694736
3539,285480540
3540,114439892
3541,145929178
3542,255096684
3543,129873202
3544,86202400
3545,77507107
3546,175794402
3547,278222242
3548,63753977
3549,98624880
3550,82279854
3551,249025556
3552,210569339
3553,291129250
3554,80250756
3555,30500254
3556,256980620
3557,58252208
3558,159474046
3559,203950540
3560,188631532
3561,170354414
3562,128653133
3563,112774446
3564,248028481
3565,135872798
3566,209807861
3567,177494738
3568,182557942
3569,80502960
3570,293714430
3571,189106314
3572,202337908
3573,273268792
3574,249583916
3575,270777688
3576,138674360
3577,169244260
3578,22605909
3579,135057976
3580,234041171
3581,194629782
3582,59837634
3583,73820367
3584,110967402
3585,126120127
3586,69812769
3587,55906572
3588,45000709
3589,235658693
3590,71411882
3591,80639000
3592,167587171
3593,53691822
3594,181010210
3595,120696775
3596,84925352
3597,174624794
3598,256202715
3599,258482885
3600,152476201
3601,251410133
3602,84883272
3603,276028696
3604,19510434
3605,296625428
3606,255927683
3607,129102620
3608,159211669
3609,198328209
3610,163158659
3611,172006888
3612,106966738
3613,184196436
3614,201109162
3615,183450002
3616,216598286
3617,202057920
3618,303750703
3619,192664331
3620,242065029
3621,41310195
3622,11813637
3623,104321718
3624,175675929
3625,58930204
3626,228253535
3627,197293332
3628,282733934
3629,72557176
3630,309107542
3631,242547207
3632,219481235
3633,274420728
3634,70995384
3635,188661370
3636,175820566
3637,216670429
3638,298614625
3639,49131499
3640,19306933
3641,303465665
3642,196179331
3643,38068919
3644,101687527
3645,169808233
3646,239497677
3647,5250
3648,126567484
3649,303274061
3650,54826284
3651,24610082
3652,104159428
3653,131394043
3654,287494342
3655,178491818
3656,153166211
3657,200083632
3658,70821681
3659,295442416
3660,288164462
3661,240382747
3662,184858116
3663,111091837
3664,242639921
3665,110875215
3666,175554658
3667,52672853
3668,141108138
3669,173925846
3670,61506388
3671,171057893
3672,172116118
3673,15095770
3674,164399809
3675,233983451
3676,64973908
3677,176949398
3678,209658229
3679,235125671
3680,35290890
3681,86502662
3682,174137629
3683,162692942
3684,75463760
3685,125404736
3686,141003701
3687,80189887
3688,198996945
3689,242136569
3690,147149544
3691,127974833
3692,191126693
3693,271006912
3694,122189133
3695,116831291
3696,238002125
3697,84221022
3698,28453247
3699,248561888
3700,166125977
3701,194970068
3702,142799594
3703,75517266
3704,129425022
3705,214169647
3706,204748501
3707,221958385
3708,141156585
3709,204296172
3710,130062637
3711,245504972
3712,117118007
3713,298431593
3714,77903318
3715,299581299
3716,54637394
3717,302160412
3718,118695833
3719,304236660
3720,245445357
3721,235032362
3722,156689404
3723,212748581
3724,73968993
3725,259528031
3726,83367883
3727,115160797
3728,107977716
3729,242378304
3730,31178210
3731,234522038
3732,304403687
3733,30699429
3734,160993265
3735,183998097
3736,184594362
3737,131386705
3738,232557513
3739,263759304
3740,258806371
3741,296883501
3742,117435302
3743,248639653
3744,189685866
3745,168053527
3746,3897969
3747,117949868
3748,204631355
3749,50553129
3750,244495573
3751,279317380
3752,63489649
3753,239744970
3754,275521700
3755,143987972
3756,157741885
3757,183760110
3758,233479846
3759,308402974
3760,255810120
3761,144197012
3762,68559540
3763,224397205
3764,63763909
3765,103631407
3766,59325851
3767,4824107
3768,220956035
3769,295084996
3770,252024637
3771,114017825
3772,98314911
3773,278609380
3774,197179748
3775,92299170
3776,114781347
3777,19616379
3778,207602474
3779,254094961
3780,24721232
3781,278473288
3782,46014950
3783,164884340
3784,147750440
3785,129221732
3786,225048159
3787,188250158
3788,296947026
3789,131712986
3790,169517382
3791,165353535
3792,199816062
3793,102950472
3794,168571967
3795,69422402
3796,159726428
3797,138294341
3798,122551425
3799,106797670
3800,199005864
3801,197262235
3802,199678802
3803,153361267
3804,44426653
3805,122444332
3806,143770130
3807,148327615
3808,204168370
3809,191299959
3810,104120883
3811,132008856
3812,138941587
3813,31162433
3814,54097980
3815,177969374
3816,205479294
3817,113312586
3818,139909136
3819,244491524
3820,45411694
3821,215476671
3822,180753437
3823,129585692
3824,29983962
3825,304215530
3826,251614857
3827,262430736
3828,7249363
3829,226095399
3830,156271246
3831,295649583
3832,177190409
3833,140809304
3834,192969933
3835,215667739
3836,129452387
3837,275442576
3838,147456299
3839,72135587
3840,102270213
3841,301340437
3842,237810083
3843,205124409
3844,194920727
3845,151015947
3846,148893116
3847,222158662
3848,193245894
3849,92901130
3850,144463267
3851,135414002
3852,187905740
3853,96365222
3854,51030531
3855,144665493
3856,206815859
3857,88544184
3858,241289025
3859,190693641
3860,161046658
3861,167093760
3862,150100130
3863,300162650
3864,119721478
3865,160453177
3866,227231487
3867,140931602
3868,232463267
3869,300643399
3870,142706526
3871,49063269
3872,216711993
3873,233088001
3874,51085779
3875,99355046
3876,247822385
3877,300136813
3878,222578478
3879,298504730
3880,127220350
3881,178414233
3882,68809194
3883,196751350
3884,117727921
3885,18604016
3886,61389725
3887,161632348
3888,58529751
3889,174287424
3890,139272740
3891,166405828
3892,179044354
3893,292939884
3894,226320653
3895,253713533
3896,197288410
3897,29243200
3898,114578751
3899,242212974
3900,137603581
3901,169506270
3902,231777525
3903,298890193
3904,263771716
3905,199568480
3906,57166019
3907,55016054
3908,149449755
3909,166237064
3910,206183065
3911,140225817
3912,168882105
3913,158608850
3914,85009082
3915,252012035
3916,243008978
3917,80224478
3918,299833291
3919,183421285
3920,182851135
3921,291313138
3922,37723786
3923,230299466
3924,254928785
3925,60958088
3926,253814117
3927,212255389
3928,304497512
3929,178634510
3930,208162306
3931,43955374
3932,240028845
3933,60260529
3934,11713535
3935,167441059
3936,85862313
3937,127992748
3938,264625792
3939,136037775
3940,61046224
3941,308880998
3942,161241228
3943,283540468
3944,144716176
3945,221316926
3946,197861902
3947,161666011
3948,188377050
3949,83867981
3950,213307502
3951,179317774
3952,66280688
3953,135508941
3954,107841348
3955,124707605
3956,110658990
3957,241132553
3958,299064114
3959,293333924
3960,196066421
3961,281824528
3962,120838793
3963,89531096
3964,186310598
3965,59477039
3966,164662285
3967,239050395
3968,214343410
3969,173961100
3970,276225812
3971,162809784
3972,94908699
3973,61378298
3974,171696993
3975,123974970
3976,301472034
3977,173967126
3978,201033909
3979,49462664
3980,181836347
3981,113407067
3982,106426705
3983,123361818
3984,292172142
3985,203765587
3986,48365975
3987,268487512
3988,191203821
3989,12985315
3990,136029113
3991,301005939
3992,238392070
3993,262217260
3994,186939589
3995,381543
3996,99812428
3997,86476768
3998,75366244
3999,154099092
4000,268599796
4001,53823060
4002,272852624
4003,134274586
4004,278828072
4005,302378981
4006,241912957
4007,162663266
4008,285600472
4009,189129966
4010,66090440
4011,146180405
4012,264266684
4013,293098247
4014,192703190
4015,88883891
4016,13542867
4017,257521133
4018,308221775
4019,187635837
4020,198573013
4021,150408079
4022,265119944
4023,86168617
4024,21796349
4025,307879703
4026,55975168
4027,209804171
4028,232593507
4029,177507986
4030,179756503
4031,133298634
4032,117740575
4033,298493475
4034,287465432
4035,251090819
4036,33651880
4037,302647549
4038,242345802
4039,107876972
4040,74157312
4041,53990357
4042,100168166
4043,176631712
4044,152328066
4045,115571373
4046,258785172
4047,134649138
4048,125543616
4049,233566106
4050,106387489
4051,238836615
4052,302652704
4053,13336286
4054,198350948
4055,210622151
4056,144737094
4057,156941467
4058,133719158
4059,161384593
4060,125589748
4061,91690667
4062,71323029
4063,95028545
4064,217303525
4065,119187092
4066,36271979
4067,165831570
4068,93724705
4069,29873979
4070,119405428
4071,144021086
4072,268640464
4073,247336676
4074,183240449
4075,125456822
4076,125093638
4077,64368515
4078,306971738
4079,209880903
4080,170474212
4081,89508629
4082,92412666
4083,210413509
4084,216983089
4085,210177498
4086,187462398
4087,166539261
4088,299978094
4089,132014951
4090,99255590
4091,242937979
4092,246675065
4093,96057546
4094,23386002
4095,264816680
4096,191829918
4097,91900241
4098,124641717
4099,156896203
4100,203932908
4101,111451741
4102,46009414
4103,75988937
4104,97743306
4105,75328197
4106,180730288
4107,135825356
4108,189734107
4109,125950209
4110,142284353
4111,79474322
4112,114343925
4113,36109630
4114,169845810
4115,186483761
4116,97622055
4117,263482524
4118,975449
4119,140207602
4120,245874516
4121,267722020
4122,268200944
4123,191975517
4124,154683982
4125,216866073
4126,48984341
4127,112764199
4128,291512840
4129,49482847
4130,125979393
4131,144762614
4132,98805508
4133,180735937
4134,180115904
4135,72717958
4136,286230424
4137,191821689
4138,192848461
4139,107818793
